C;01/04/2022 04:43;32,34;47,8
E;01/04/2022 04:53;10,49;30,68
D;01/04/2022 05:09;15,29;27,46
C;01/04/2022 05:12;13,24;84,31
B;01/04/2022 05:22;22,605;28,05
B;01/04/2022 05:30;32,15;29,84
D;01/04/2022 05:37;20,34;69,82
A;01/04/2022 05:45;14,13;84,91
A;01/04/2022 05:47;12,17;53,06
E;01/04/2022 05:59;14,78;68,38
C;01/04/2022 06:02;31,32;57,22
E;01/04/2022 06:05;24,98;74,84
B;01/04/2022 06:12;19,41;39,29
E;01/04/2022 06:18;31,32;79,52
A;01/04/2022 06:23;34,89;62,91
E;01/04/2022 06:25;13,76;57,45
C;01/04/2022 06:27;36,39;4,63
B;01/04/2022 06:37;20,94;50,57
A;01/04/2022 06:41;19,41;89,11
D;01/04/2022 06:44;35,4;93,67
A;01/04/2022 06:49;36,62;82,32
A;01/04/2022 06:54;12,69;50,98
B;01/04/2022 06:58;10,98;24,12
A;01/04/2022 07:02;27,27;21,56
E;01/04/2022 07:06;33,1;95,7
B;01/04/2022 07:12;19,88;37,41
A;01/04/2022 07:20;26,83;39,17
D;01/04/2022 07:21;21,62;8,46
A;01/04/2022 07:22;30,83;29,37
C;01/04/2022 07:25;16,17;56,18
D;01/04/2022 07:25;17,01;47,76
E;01/04/2022 07:28;20,6;20,68
D;01/04/2022 07:28;24,4;60,9
C;01/04/2022 07:32;35,33;78,96
C;01/04/2022 07:36;31,07;48,48
C;01/04/2022 07:37;21,87;50,34
C;01/04/2022 07:38;11,83;42,71
A;01/04/2022 07:47;11,74;54,9
C;01/04/2022 07:53;19,56;65,47
B;01/04/2022 08:00;36,06;97,68
A;01/04/2022 08:04;16,28;93,48
B;01/04/2022 08:15;25,94;61,05
E;01/04/2022 08:25;13,25;35,77
A;01/04/2022 08:36;13,63;85,42
B;01/04/2022 08:43;20,45;98,69
C;01/04/2022 08:44;10,24;21,56
D;01/04/2022 09:03;21,08;86,49
E;01/04/2022 09:03;37,13;24,91
A;01/04/2022 09:07;17,49;50,83
A;01/04/2022 09:09;24,07;15,9
D;01/04/2022 09:28;35,85;52,89
B;01/04/2022 09:31;31,24;10,3
D;01/04/2022 09:32;32,77;3,41
B;01/04/2022 09:42;22,43;34,08
C;01/04/2022 09:49;26,19;12,13
C;01/04/2022 09:51;27,07;34,34
A;01/04/2022 09:52;31,32;64,91
D;01/04/2022 09:53;11,3;44,95
A;01/04/2022 09:56;10,1;86,17
C;01/04/2022 09:59;24,24;61,96
B;01/04/2022 10:07;24,51;79,95
E;01/04/2022 10:10;35,41;34,15
D;01/04/2022 10:24;12,98;77,27
B;01/04/2022 10:35;27,48;49,15
B;01/04/2022 10:42;17,43;96,22
A;01/04/2022 10:48;24,19;92,41
D;01/04/2022 11:04;17,51;35,14
C;01/04/2022 11:13;21,43;77,34
D;01/04/2022 11:18;16,85;90,69
C;01/04/2022 11:20;29,36;71,85
C;01/04/2022 11:21;14,29;50,03
D;01/04/2022 11:24;26,41;30,34
E;01/04/2022 11:28;28,25;37,89
D;01/04/2022 11:30;34,82;87,08
A;01/04/2022 11:30;21,465;50,18
B;01/04/2022 11:43;26,66;51,78
E;01/04/2022 11:46;12,06;36,96
B;01/04/2022 11:57;37,25;48,56
E;01/04/2022 12:05;28,15;54,79
C;01/04/2022 12:16;17,81;7,38
E;01/04/2022 12:17;30,95;27,75
A;01/04/2022 12:23;20,59;74,74
D;01/04/2022 12:32;17,97;2,81
E;01/04/2022 12:33;31,51;70,29
B;01/04/2022 12:38;33,43;11,45
E;01/04/2022 12:38;23,98;56,1
A;01/04/2022 12:56;20,37;28,51
E;01/04/2022 13:06;30,12;70,76
D;01/04/2022 13:09;21,79;42,9
A;01/04/2022 13:12;31,67;11,06
B;01/04/2022 13:12;16,26;50,18
D;01/04/2022 13:17;13,4;2,88
B;01/04/2022 13:18;23,25;50,76
E;01/04/2022 13:24;17,79;54,42
C;01/04/2022 13:26;30,36;65,94
B;01/04/2022 13:27;21,03;53,16
D;01/04/2022 13:33;33,99;51,7
B;01/04/2022 13:43;17,51;86,37
B;01/04/2022 13:55;23,69;46,01
B;01/04/2022 13:57;30,81;37,61
C;01/04/2022 14:05;27,88;27,22
A;01/04/2022 14:06;37,41;69,06
B;01/04/2022 14:19;19,25;4,38
C;01/04/2022 14:23;27,38;91
A;01/04/2022 14:28;32,67;88,49
B;01/04/2022 14:44;18,52;72,91
C;01/04/2022 14:58;14,13;9,09
D;01/04/2022 14:58;11,77;66,01
C;01/04/2022 15:01;29,82;19,01
A;01/04/2022 15:02;27,07;43,77
E;01/04/2022 15:08;35,89;7,37
B;01/04/2022 15:09;30,49;77,2
E;01/04/2022 15:13;28,27;14,87
A;01/04/2022 15:19;10,93;66,12
D;01/04/2022 15:19;30,04;53,42
A;01/04/2022 15:25;24,1;27,63
B;01/04/2022 15:25;23,79;67,18
D;01/04/2022 15:29;15,34;78,37
C;01/04/2022 15:31;12,58;61,04
D;01/04/2022 15:32;12,98;49,6
A;01/04/2022 15:33;28,34;32,79
B;01/04/2022 15:42;12,92;71,75
E;01/04/2022 15:43;14,6;44,57
C;01/04/2022 15:45;32,22;43,23
B;01/04/2022 15:46;13,86;4,97
D;01/04/2022 15:50;26,67;16,51
B;01/04/2022 15:55;24,83;35,61
D;01/04/2022 15:57;25,31;8,29
E;01/04/2022 16:03;28,24;38,66
C;01/04/2022 16:04;19,65;99,97
C;01/04/2022 16:05;16,41;66,48
E;01/04/2022 16:18;34,24;40,27
C;01/04/2022 16:18;31,91;44,48
E;01/04/2022 16:19;18,68;38,83
C;01/04/2022 16:34;32,1;60,17
B;01/04/2022 16:34;19,43;15,73
E;01/04/2022 16:42;27,59;10,42
B;01/04/2022 16:44;12,7;59,44
C;01/04/2022 16:58;30,84;95,45
B;01/04/2022 17:11;24,67;86,61
A;01/04/2022 17:17;29,58;11,22
C;01/04/2022 17:24;18,55;99,21
E;01/04/2022 17:27;27,56;14,74
A;01/04/2022 17:27;17,22;99,03
D;01/04/2022 17:32;16,32;39,78
B;01/04/2022 17:44;30,57;31,06
B;01/04/2022 17:47;33,12;93,66
B;01/04/2022 17:48;14,73;53,27
E;01/04/2022 17:53;31,43;31,57
D;01/04/2022 17:54;11,34;0,3
B;01/04/2022 18:11;28,71;71,93
A;01/04/2022 18:15;33,97;75,03
C;01/04/2022 18:15;33,25;85,4
E;01/04/2022 18:17;27,11;86,85
D;01/04/2022 18:17;30,52;99,54
C;01/04/2022 18:19;17,48;56,11
E;01/04/2022 18:29;22,59;19,29
D;01/04/2022 18:29;33,71;61,46
D;01/04/2022 18:34;16,68;44,87
D;01/04/2022 18:40;18,08;49,68
C;01/04/2022 18:50;13,93;73,63
D;01/04/2022 18:57;30,48;83,25
B;01/04/2022 19:04;21,9;82,55
B;01/04/2022 19:05;13,5;21,26
D;01/04/2022 19:07;28,58;17,32
D;01/04/2022 19:13;10,3;78,25
E;01/04/2022 19:15;33,83;25,66
D;01/04/2022 19:17;24,55;30,75
A;01/04/2022 19:19;18,83;15,2
D;01/04/2022 19:28;15,4;95,34
E;01/04/2022 19:43;12,45;30,77
A;01/04/2022 19:46;23,03;49,87
C;01/04/2022 19:47;35,45;39,44
C;01/04/2022 19:53;23,38;55,95
E;01/04/2022 20:04;15,31;12,57
A;01/04/2022 20:04;34,22;97,87
C;01/04/2022 20:04;13,05;43,44
C;01/04/2022 20:08;19,75;89,48
A;01/04/2022 20:18;19,99;63,66
C;01/04/2022 20:25;15,97;39,82
E;01/04/2022 20:25;30,95;92,33
B;01/04/2022 20:28;27,46;47,02
A;01/04/2022 20:35;25,7;5,68
D;01/04/2022 20:37;23,32;4,38
B;01/04/2022 21:04;13,75;40,72
D;01/04/2022 21:09;16,37;38,52
E;01/04/2022 21:09;10,72;69,79
E;01/04/2022 21:22;25,78;28,37
A;01/04/2022 21:22;28,02;47,37
E;01/04/2022 21:30;14,71;24,81
D;01/04/2022 21:38;24,7;49,48
E;01/04/2022 21:38;21,71;7,55
B;01/04/2022 21:40;32,72;65,73
A;01/04/2022 21:42;28,89;83,77
B;01/04/2022 21:46;22,445;48,68
A;01/04/2022 21:51;30,6;29,77
B;01/04/2022 21:56;13,36;5,05
A;01/04/2022 22:03;23,22;73,4
C;01/04/2022 22:03;31,01;39,19
C;01/04/2022 22:08;23,02;14,89
E;01/04/2022 22:09;36,02;95,58
E;01/04/2022 22:16;23,05;14,79
A;01/04/2022 22:19;18,08;94,9
A;01/04/2022 22:21;23,77;34,88
D;01/04/2022 22:26;28,65;50,49
E;01/04/2022 22:38;37,46;73,33
B;01/04/2022 22:41;29,96;55,22
A;01/04/2022 22:47;37,29;68,27
E;01/04/2022 22:48;17,32;3,86
D;01/04/2022 23:00;13,5;37
D;01/04/2022 23:05;31,47;45,24
E;01/04/2022 23:08;22,25;76,15
E;01/04/2022 23:12;20,8;86,79
B;01/04/2022 23:12;14,16;62,33
E;01/04/2022 23:13;30,46;81,39
E;01/04/2022 23:15;15,53;18,46
D;01/04/2022 23:15;34,09;98,68
C;01/04/2022 23:20;25,52;50,9
B;01/04/2022 23:22;14,44;2,28
D;01/04/2022 23:23;29,48;46,87
A;01/04/2022 23:29;37,19;78,27
D;01/04/2022 23:30;33,99;44,16
A;01/04/2022 23:40;25,02;91,31
E;01/04/2022 23:46;32,19;24,9
D;01/04/2022 23:53;19,89;42,05
A;02/04/2022 00:03;16,52;9,7
E;02/04/2022 00:06;28,57;60,38
C;02/04/2022 00:07;35,46;27,83
E;02/04/2022 00:10;27,81;89,58
E;02/04/2022 00:21;13,14;89,85
E;02/04/2022 00:22;19,77;82,91
D;02/04/2022 00:28;11,89;53,95
B;02/04/2022 00:31;25,435;59,715
A;02/04/2022 00:35;37,43;70,43
D;02/04/2022 00:36;17,33;47,86
D;02/04/2022 00:38;14,27;6,45
E;02/04/2022 00:38;19,31;23,97
D;02/04/2022 00:44;21,82;4,68
E;02/04/2022 00:45;32,63;43,315
B;02/04/2022 01:00;27,36;42,22
C;02/04/2022 01:02;20,22;43,62
A;02/04/2022 01:12;28,83;22,78
E;02/04/2022 01:13;36,45;82,75
B;02/04/2022 01:15;24,05;15,99
B;02/04/2022 01:17;22,57;98,25
B;02/04/2022 01:19;20,28;86,11
E;02/04/2022 01:19;30,37;61,72
B;02/04/2022 01:27;36,6;62,7
C;02/04/2022 01:34;24,27;68,39
C;02/04/2022 01:35;10,82;15,7
A;02/04/2022 01:56;32,24;98,14
E;02/04/2022 02:02;20,31;81,38
A;02/04/2022 02:03;36,51;22,26
C;02/04/2022 02:06;22,11;85,47
B;02/04/2022 02:08;31,35;57,72
D;02/04/2022 02:10;25,78;85,22
C;02/04/2022 02:11;30,85;39,64
D;02/04/2022 02:14;25,36;25,54
A;02/04/2022 02:18;26,1;7,67
A;02/04/2022 02:22;21,11;73,63
E;02/04/2022 02:26;31,64;56,63
B;02/04/2022 02:28;20,87;66,455
B;02/04/2022 02:29;13,91;23,69
B;02/04/2022 02:33;33,75;94,33
A;02/04/2022 02:40;28,79;3,28
B;02/04/2022 02:41;23,17;87,49
C;02/04/2022 02:46;16,63;27,11
E;02/04/2022 02:54;17,11;77,89
C;02/04/2022 03:02;21,7;9,46
A;02/04/2022 03:03;34,86;38,27
B;02/04/2022 03:08;23,87;32,12
E;02/04/2022 03:08;27,44;40,89
E;02/04/2022 03:25;14,785;62,72
D;02/04/2022 03:26;16,49;61,53
C;02/04/2022 03:43;17,57;90,83
D;02/04/2022 03:51;14,82;4,34
D;02/04/2022 03:53;35,32;5,74
E;02/04/2022 03:58;29,01;21,67
B;02/04/2022 04:03;10,9;0,69
D;02/04/2022 04:10;37,34;17,9
B;02/04/2022 04:12;22,66;9,74
C;02/04/2022 04:14;16,87;84,59
D;02/04/2022 04:15;37,38;65,23
C;02/04/2022 04:25;22,63;66,31
D;02/04/2022 04:27;12,92;77,13
A;02/04/2022 04:28;37,24;84,35
A;02/04/2022 04:45;14,67;90,15
B;02/04/2022 04:49;11,79;59,33
B;02/04/2022 05:05;26,7;37,08
C;02/04/2022 05:13;20,8;56,41
B;02/04/2022 05:16;20,74;60,32
E;02/04/2022 05:34;11,69;5,11
A;02/04/2022 05:55;23,9;56,09
C;02/04/2022 05:56;34,52;44,98
C;02/04/2022 06:05;17,86;42,05
E;02/04/2022 06:05;32,46;74,91
A;02/04/2022 06:10;20,3;81,28
D;02/04/2022 06:11;19,71;53,08
A;02/04/2022 06:18;11,65;61,6
A;02/04/2022 06:21;37,45;16,29
C;02/04/2022 06:36;15,81;8,18
B;02/04/2022 06:43;16,7;0,26
D;02/04/2022 06:43;30,11;1,66
E;02/04/2022 06:45;23,6;62,68
C;02/04/2022 06:47;20,04;95,59
C;02/04/2022 07:00;35,67;76,68
C;02/04/2022 07:01;13,18;85,49
B;02/04/2022 07:02;29,52;18,3
D;02/04/2022 07:08;15,42;15,63
C;02/04/2022 07:29;11,75;98,12
A;02/04/2022 07:30;25,75;63,22
A;02/04/2022 07:38;11,35;93,37
C;02/04/2022 07:54;22,74;30,67
D;02/04/2022 07:58;13,19;16,51
E;02/04/2022 08:00;33,89;81,41
C;02/04/2022 08:03;19,23;47,88
B;02/04/2022 08:04;13,46;90,66
A;02/04/2022 08:08;30,05;84,6
D;02/04/2022 08:08;12,18;25,36
A;02/04/2022 08:16;28,14;22,5
B;02/04/2022 08:17;12,62;65,51
D;02/04/2022 08:20;24,68;17,43
B;02/04/2022 08:28;23,53;14,58
D;02/04/2022 08:32;25,9;38,42
C;02/04/2022 08:36;22,98;74
B;02/04/2022 08:39;21,9;3,19
D;02/04/2022 08:57;16,14;96,78
C;02/04/2022 08:57;33,84;80,74
C;02/04/2022 09:08;13,95;50,18
E;02/04/2022 09:12;35,62;26,15
C;02/04/2022 09:13;16,73;22,22
B;02/04/2022 09:27;32,86;1,34
C;02/04/2022 09:33;29,69;6,03
E;02/04/2022 09:35;11,03;51,24
E;02/04/2022 09:41;22,56;52,85
E;02/04/2022 09:44;16,64;11,91
D;02/04/2022 09:46;27,11;14,76
A;02/04/2022 09:47;35,4;70,18
C;02/04/2022 09:50;19,73;92,52
E;02/04/2022 09:52;24,32;14,89
D;02/04/2022 09:52;37,28;2,61
D;02/04/2022 10:00;25,34;32,49
B;02/04/2022 10:05;12,28;31,06
C;02/04/2022 10:10;30,89;10,83
A;02/04/2022 10:16;31,82;13,13
E;02/04/2022 10:26;36,23;59,28
E;02/04/2022 10:30;20,13;76,41
E;02/04/2022 10:32;26,73;83,75
A;02/04/2022 10:34;13,38;24,95
D;02/04/2022 10:38;26,74;5,93
C;02/04/2022 10:38;35,81;26,14
C;02/04/2022 10:43;24,95;9,12
C;02/04/2022 11:08;15,52;94,99
C;02/04/2022 11:13;32,99;85,48
A;02/04/2022 11:15;21,4;69,13
D;02/04/2022 11:23;36,35;72,5
A;02/04/2022 11:26;24,155;81,095
A;02/04/2022 11:36;13,08;14,92
E;02/04/2022 11:40;15,72;37,27
B;02/04/2022 11:43;35,71;34,3
A;02/04/2022 11:45;13,77;65,87
B;02/04/2022 11:49;10,45;42,76
E;02/04/2022 11:53;33,06;57,38
A;02/04/2022 11:56;21,39;94,19
B;02/04/2022 11:58;16,71;85,8
D;02/04/2022 11:59;32,95;69,45
E;02/04/2022 12:08;29,58;23,45
C;02/04/2022 12:08;34,76;43,81
E;02/04/2022 12:10;25,27;25,45
A;02/04/2022 12:34;18,34;90,96
E;02/04/2022 12:36;22,61;81,09
C;02/04/2022 12:51;24,29;96,14
D;02/04/2022 12:51;14,46;42,72
D;02/04/2022 13:00;26,37;69,71
E;02/04/2022 13:03;29,46;20,53
B;02/04/2022 13:04;36,19;61,16
D;02/04/2022 13:05;34,7;97,74
E;02/04/2022 13:11;27,5;68,86
D;02/04/2022 13:28;28,67;13,81
B;02/04/2022 13:36;25,34;49,59
C;02/04/2022 13:43;37,21;71,96
A;02/04/2022 13:44;36,47;29,01
A;02/04/2022 13:47;33,82;96,81
D;02/04/2022 13:51;16,07;68,65
E;02/04/2022 14:05;25,11;95,26
D;02/04/2022 14:16;37,43;91,65
D;02/04/2022 14:32;16,12;9,03
E;02/04/2022 14:39;31,2;45,59
A;02/04/2022 14:40;25,04;25,22
E;02/04/2022 14:41;13,41;28,35
A;02/04/2022 14:48;29,46;33,94
D;02/04/2022 14:49;25,09;65,54
C;02/04/2022 14:58;20,45;36,65
D;02/04/2022 15:01;12,3;59
A;02/04/2022 15:02;10,59;94,04
A;02/04/2022 15:19;21,8;4,6
E;02/04/2022 15:23;32,11;91,29
C;02/04/2022 15:27;36,51;12,09
B;02/04/2022 15:35;37,39;64,31
A;02/04/2022 15:39;13,71;10,36
D;02/04/2022 15:39;12,77;7,47
E;02/04/2022 15:48;15,02;58,39
B;02/04/2022 15:48;10,34;40,15
A;02/04/2022 15:57;20,63;93,03
E;02/04/2022 15:57;21,92;0,65
E;02/04/2022 16:02;31,21;14,44
D;02/04/2022 16:09;27,48;94,44
A;02/04/2022 16:11;27,35;85,59
E;02/04/2022 16:25;22,77;17,83
C;02/04/2022 16:26;26,72;77,47
A;02/04/2022 16:33;13,61;25,89
C;02/04/2022 16:36;14,24;70,82
D;02/04/2022 16:40;21,56;65,76
C;02/04/2022 16:43;31,79;76,85
E;02/04/2022 16:52;22,99;34,89
E;02/04/2022 16:53;28,76;32,32
E;02/04/2022 16:55;12,99;49,69
A;02/04/2022 16:57;14,14;21,12
D;02/04/2022 16:59;13,67;49,51
A;02/04/2022 17:00;19,27;46,35
D;02/04/2022 17:14;15,31;60,59
D;02/04/2022 17:15;12,75;85,83
C;02/04/2022 17:25;27,5;29,84
A;02/04/2022 17:35;12,23;55
C;02/04/2022 17:35;36,84;23,42
C;02/04/2022 17:39;16,99;43,525
D;02/04/2022 17:40;14,64;11,97
C;02/04/2022 17:52;17,02;95,48
D;02/04/2022 18:01;23,77;45,28
A;02/04/2022 18:20;24,6;91,75
E;02/04/2022 18:24;16,99;21,58
B;02/04/2022 18:38;36,16;69,11
C;02/04/2022 18:40;22,45;11,95
D;02/04/2022 18:48;13,61;83,52
A;02/04/2022 18:52;12;81,83
B;02/04/2022 18:55;11,61;28,73
A;02/04/2022 19:01;13,86;15,83
E;02/04/2022 19:01;11,15;70,92
A;02/04/2022 19:03;15,71;4,65
A;02/04/2022 19:05;25,86;17,28
D;02/04/2022 19:05;36,2;10,48
E;02/04/2022 19:10;26;41,18
E;02/04/2022 19:11;20,89;55,18
A;02/04/2022 19:16;20,99;31,22
E;02/04/2022 19:16;21,98;63,83
A;02/04/2022 19:21;29,42;33,95
A;02/04/2022 19:31;28,595;41,1
E;02/04/2022 19:34;20,68;66,54
D;02/04/2022 19:43;28,98;86,22
C;02/04/2022 19:48;16,88;46,25
B;02/04/2022 19:55;23,41;86,63
A;02/04/2022 19:58;32,53;35,78
B;02/04/2022 20:05;28,64;94,98
E;02/04/2022 20:18;25,34;31,17
E;02/04/2022 20:32;28,76;45,62
C;02/04/2022 20:33;13,165;50,28
D;02/04/2022 20:34;21,07;2,36
B;02/04/2022 20:37;25,58;86,47
E;02/04/2022 20:39;28,17;96,44
C;02/04/2022 20:39;14,27;66,65
A;02/04/2022 20:41;15,42;72,76
E;02/04/2022 20:51;35,98;80,46
E;02/04/2022 20:56;36,39;7,7
B;02/04/2022 21:00;12,47;27,66
B;02/04/2022 21:03;29,09;36,33
E;02/04/2022 21:11;33,73;21,16
A;02/04/2022 21:11;29,23;84,12
B;02/04/2022 21:14;20,52;31,67
C;02/04/2022 21:19;27,41;60,08
A;02/04/2022 21:26;23,82;97,85
C;02/04/2022 21:33;32,07;79,46
D;02/04/2022 21:53;15,87;74,02
B;02/04/2022 22:17;13,46;82,53
C;02/04/2022 22:21;25,69;25,82
B;02/04/2022 22:44;13,48;5,3
E;02/04/2022 22:52;14,06;1,08
B;02/04/2022 22:55;36,8;37,86
B;02/04/2022 22:57;24,34;10,28
E;02/04/2022 23:02;14,36;44,09
A;02/04/2022 23:03;17,07;71,48
C;02/04/2022 23:09;24,31;34,34
D;02/04/2022 23:17;35,3;16,14
A;02/04/2022 23:17;21,2;35,95
D;02/04/2022 23:20;17,6;91,04
E;02/04/2022 23:23;15,63;66,4
A;02/04/2022 23:26;22,37;31,41
B;02/04/2022 23:27;13,26;14,13
D;02/04/2022 23:28;18,33;60,37
B;02/04/2022 23:33;34,9;6,24
A;02/04/2022 23:36;28,13;3,9
E;02/04/2022 23:39;35,51;22,12
A;02/04/2022 23:45;25,78;14,74
A;02/04/2022 23:46;12,28;22,19
D;02/04/2022 23:51;35,51;26,83
E;02/04/2022 23:58;28,04;64,3
D;03/04/2022 00:08;10,27;51,22
A;03/04/2022 00:21;27,29;98,96
C;03/04/2022 00:25;21,32;7,23
A;03/04/2022 00:26;12,11;25,01
C;03/04/2022 00:31;33,26;63,53
A;03/04/2022 00:44;35,69;16,06
E;03/04/2022 00:49;18,51;76,38
B;03/04/2022 00:58;31,32;19,36
C;03/04/2022 00:58;16,01;73,16
D;03/04/2022 00:59;21,16;54,18
C;03/04/2022 01:14;14,34;91,38
B;03/04/2022 01:34;17,51;73,51
A;03/04/2022 01:45;12,5;73,34
E;03/04/2022 01:51;12,34;40,53
A;03/04/2022 01:57;13,55;35,97
D;03/04/2022 02:05;34,03;87,15
C;03/04/2022 02:06;33,74;24,64
A;03/04/2022 02:07;36,16;39,17
B;03/04/2022 02:10;20,86;82,79
A;03/04/2022 02:15;11,41;26,82
C;03/04/2022 02:22;20,78;4,92
A;03/04/2022 02:30;11,63;83,8
A;03/04/2022 02:33;33,82;64,66
B;03/04/2022 02:45;13,03;60,86
A;03/04/2022 03:05;12,03;74,34
A;03/04/2022 03:12;32,14;37,19
B;03/04/2022 03:25;24,61;90,07
D;03/04/2022 03:34;33,75;57,46
B;03/04/2022 03:39;18,16;90,97
A;03/04/2022 03:43;35,89;70,39
B;03/04/2022 03:43;14,82;10,07
D;03/04/2022 03:43;16,57;90,32
E;03/04/2022 03:50;14,91;55,72
D;03/04/2022 03:51;12,73;35,68
E;03/04/2022 04:03;20,03;18,09
B;03/04/2022 04:04;36,03;85,15
B;03/04/2022 04:08;33,27;84,34
B;03/04/2022 04:11;26,4;18,21
A;03/04/2022 04:21;14,39;59,01
C;03/04/2022 04:21;27,34;3,49
B;03/04/2022 04:28;28,95;65,48
D;03/04/2022 04:36;21,82;14,83
B;03/04/2022 04:40;36,55;15,42
C;03/04/2022 04:51;16,03;94,52
D;03/04/2022 04:51;15,14;47,23
A;03/04/2022 05:06;32,8;68,22
E;03/04/2022 05:09;27,77;94,35
E;03/04/2022 05:20;29,63;31,51
B;03/04/2022 05:28;12;0,71
C;03/04/2022 05:35;31,32;94,39
E;03/04/2022 05:44;29,98;7,29
B;03/04/2022 05:55;33;64,99
B;03/04/2022 05:56;10,32;37,35
D;03/04/2022 06:00;32,47;41,57
A;03/04/2022 06:03;22,19;0,26
D;03/04/2022 06:05;15,94;75,21
D;03/04/2022 06:17;30,37;79,28
C;03/04/2022 06:17;18,26;17,76
A;03/04/2022 06:20;13,88;15,04
D;03/04/2022 06:22;19,64;47,4
D;03/04/2022 06:24;35,08;30,02
D;03/04/2022 06:31;35,07;87,03
E;03/04/2022 06:31;21,19;5,35
C;03/04/2022 06:43;34,91;63,41
E;03/04/2022 07:07;19,16;6,53
B;03/04/2022 07:23;29,41;66,77
E;03/04/2022 07:23;26,93;6,96
B;03/04/2022 07:30;23,01;85,74
D;03/04/2022 07:47;35,97;54,6
D;03/04/2022 07:49;32,13;33,92
A;03/04/2022 07:52;34,03;97,8
D;03/04/2022 07:57;25,73;54,67
B;03/04/2022 08:04;28,43;0,02
D;03/04/2022 08:14;23,92;12,82
E;03/04/2022 08:21;32,88;51,83
D;03/04/2022 08:35;28,82;39,29
D;03/04/2022 08:42;30,27;41,15
C;03/04/2022 08:49;12,06;98,98
E;03/04/2022 09:07;34,74;5,1
D;03/04/2022 09:11;23,57;96,34
E;03/04/2022 09:13;35,23;4,21
A;03/04/2022 09:13;12,05;79,78
A;03/04/2022 09:18;16,27;67,98
E;03/04/2022 09:41;23,23;70,79
D;03/04/2022 09:42;19,89;68,6
E;03/04/2022 09:55;27,01;4,84
E;03/04/2022 09:57;22,14;52,08
D;03/04/2022 10:01;19,99;61,11
D;03/04/2022 10:02;30,53;17,53
D;03/04/2022 10:15;34,9;29,8
E;03/04/2022 10:34;22,16;58,64
C;03/04/2022 10:42;10,9;99,15
C;03/04/2022 10:58;28,71;16,87
D;03/04/2022 11:04;36,35;93,94
E;03/04/2022 11:05;31,39;83,45
A;03/04/2022 11:05;27,1;53,72
E;03/04/2022 11:08;26,33;81,05
A;03/04/2022 11:14;27,87;23,59
D;03/04/2022 11:16;15,14;32,79
E;03/04/2022 11:17;21,46;46,08
D;03/04/2022 11:22;28,31;52,7
B;03/04/2022 11:22;27,81;67,44
A;03/04/2022 11:24;17,59;29,46
E;03/04/2022 11:25;21,16;39,21
D;03/04/2022 11:25;28,68;55,1
D;03/04/2022 11:26;27,08;59,31
E;03/04/2022 11:31;36,98;19,3
C;03/04/2022 11:32;14,55;13,6
C;03/04/2022 11:39;25,97;35,05
D;03/04/2022 11:41;33,92;31,62
C;03/04/2022 11:46;30,13;9,11
A;03/04/2022 11:46;10,09;59,06
A;03/04/2022 11:57;17,85;97,34
