fullBuildingLocation;dateTime;avg_temp;avg_hum
A.A;2021-06-21T16:10:00.000+02:00;20.07;8.83
A.A;2021-06-22T12:38:00.000+02:00;21.13;13.24
A.A;2021-06-27T15:14:00.000+02:00;21.18;90.2
A.A;2021-07-06T09:55:00.000+02:00;18.05;7.22
A.A;2021-07-13T17:25:00.000+02:00;23.19;78.32
A.A;2021-07-22T14:43:00.000+02:00;20.01;60.31
A.A;2021-08-01T06:22:00.000+02:00;18.54;65.58
A.A;2021-08-01T14:11:00.000+02:00;18.75;59.28
A.A;2021-08-02T22:06:00.000+02:00;27.7;42.17
A.A;2021-08-07T14:41:00.000+02:00;22.47;48.93
A.A;2021-08-22T13:11:00.000+02:00;27.88;68.74
A.A;2021-08-27T16:06:00.000+02:00;24.16;83.78
A.A;2021-08-28T04:49:00.000+02:00;22.14;47.12
A.A;2021-09-07T10:47:00.000+02:00;28.73;88.41
A.A;2021-09-09T17:03:00.000+02:00;26.77;25.67
A.A;2021-09-12T02:15:00.000+02:00;22.74;72.27
A.A;2021-09-21T14:55:00.000+02:00;29.37;59.2
A.A;2021-09-23T01:16:00.000+02:00;27.3;44.45
A.A;2021-09-29T10:35:00.000+02:00;21.41;37.92
A.A;2021-10-04T14:48:00.000+02:00;31.52;50.48
A.A;2021-10-08T00:48:00.000+02:00;29.41;66.21
A.A;2021-10-11T18:39:00.000+02:00;22.54;90.89
A.A;2021-10-22T02:24:00.000+02:00;21.41;19.09
A.A;2021-10-25T05:35:00.000+02:00;29.18;18.02
A.A;2021-10-27T11:28:00.000+02:00;19.17;21.98
A.A;2021-10-30T00:18:00.000+02:00;20.9;86.29
A.A;2021-10-31T13:18:00.000+01:00;21.07;2.94
A.A;2021-11-06T06:29:00.000+01:00;20.94;24.41
A.A;2021-11-06T15:00:00.000+01:00;24.25;32.86
A.A;2021-11-11T19:07:00.000+01:00;24.88;37.37
A.A;2021-11-13T18:07:00.000+01:00;24.25;46.71
A.A;2021-12-03T18:12:00.000+01:00;18.42;95.58
A.A;2021-12-05T03:06:00.000+01:00;29.9;68.66
A.A;2021-12-22T17:50:00.000+01:00;21.38;79.91
A.A;2021-12-23T20:17:00.000+01:00;31.14;7.7
A.A;2021-12-25T16:44:00.000+01:00;24.41;90.6
A.A;2021-12-28T14:43:00.000+01:00;23.97;92.78
A.A;2021-12-31T09:19:00.000+01:00;23.72;16.21
A.A;2022-01-05T15:43:00.000+01:00;26.02;27.98
A.A;2022-01-07T18:40:00.000+01:00;25.24;1.85
A.A;2022-01-09T12:51:00.000+01:00;27.74;69.48
A.A;2022-01-13T21:34:00.000+01:00;19.96;44.33
A.A;2022-01-28T18:28:00.000+01:00;22.77;6.85
A.A;2022-01-29T15:37:00.000+01:00;24.89;12.68
A.A;2022-01-31T00:04:00.000+01:00;31.94;54.11
A.A;2022-02-01T21:02:00.000+01:00;35.82;98.64
A.A;2022-02-02T18:29:00.000+01:00;24.38;74.14
A.A;2022-02-04T05:31:00.000+01:00;27.34;66.37
A.A;2022-02-05T10:31:00.000+01:00;19.89;96.1
A.A;2022-02-18T21:57:00.000+01:00;27.02;49.57
A.A;2022-02-19T11:02:00.000+01:00;28.0;48.53
A.A;2022-02-23T19:05:00.000+01:00;20.35;15.69
A.A;2022-02-24T08:27:00.000+01:00;24.43;44.8
A.A;2022-02-25T22:33:00.000+01:00;23.69;65.36
A.A;2022-03-01T11:28:00.000+01:00;16.29;93.8
A.A;2022-03-01T13:52:00.000+01:00;16.85;60.15
A.A;2022-03-09T11:11:00.000+01:00;17.6;26.69
A.A;2022-03-13T23:01:00.000+01:00;23.71;41.54
A.A;2022-04-08T00:43:00.000+02:00;23.96;59.42
A.A;2022-04-11T17:18:00.000+02:00;20.86;6.95
A.A;2022-04-16T23:30:00.000+02:00;12.89;96.87
A.A;2022-04-28T01:10:00.000+02:00;27.92;3.48
A.A;2022-05-05T14:17:00.000+02:00;29.12;40.36
A.A;2022-05-15T00:53:00.000+02:00;24.05;56.92
A.A;2022-05-19T23:46:00.000+02:00;23.23;34.88
A.A;2022-05-21T14:50:00.000+02:00;25.64;48.07
A.A;2022-05-30T15:18:00.000+02:00;23.64;58.21
A.A;2022-06-05T01:33:00.000+02:00;19.74;60.33
A.A;2022-06-13T07:45:00.000+02:00;22.14;58.06
A.A;2022-07-13T22:28:00.000+02:00;27.9;47.41
A.A;2022-07-15T16:19:00.000+02:00;24.92;82.48
A.A;2022-08-04T02:20:00.000+02:00;26.73;21.93
A.A;2022-08-07T08:18:00.000+02:00;26.85;61.45
A.A;2022-08-12T08:18:00.000+02:00;28.66;78.71
A.A;2022-08-12T14:14:00.000+02:00;30.06;64.24
A.A;2022-08-20T03:04:00.000+02:00;16.73;13.9
A.A;2022-08-20T14:54:00.000+02:00;29.03;19.04
A.A;2022-08-21T04:29:00.000+02:00;25.92;54.31
A.A;2022-08-24T15:58:00.000+02:00;24.92;57.98
A.A;2020-04-02T10:45:00.000+02:00;30.29;21.9
A.A;2020-04-02T12:57:00.000+02:00;30.88;51.57
A.A;2020-04-09T21:43:00.000+02:00;22.75;63.91
A.A;2020-04-10T01:03:00.000+02:00;22.12;52.72
A.A;2020-04-10T22:39:00.000+02:00;24.15;37.48
A.A;2020-04-11T15:00:00.000+02:00;21.38;25.23
A.A;2020-04-15T14:33:00.000+02:00;16.3;93.59
A.A;2020-04-16T04:48:00.000+02:00;13.46;96.31
A.A;2020-04-20T09:28:00.000+02:00;18.44;38.93
A.A;2020-04-28T23:01:00.000+02:00;21.84;21.91
A.A;2020-04-29T03:15:00.000+02:00;26.7;14.56
A.A;2020-04-30T18:26:00.000+02:00;25.75;43.57
A.A;2020-05-11T11:09:00.000+02:00;23.04;34.75
A.A;2020-05-25T01:37:00.000+02:00;27.47;84.69
A.A;2020-05-28T01:34:00.000+02:00;27.07;96.21
A.A;2020-05-31T08:47:00.000+02:00;21.49;14.86
A.A;2020-06-03T05:03:00.000+02:00;28.23;89.5
A.A;2020-06-06T11:47:00.000+02:00;29.19;71.06
A.A;2020-06-14T21:26:00.000+02:00;19.37;78.82
A.A;2020-06-19T13:49:00.000+02:00;17.06;54.86
A.A;2020-06-29T01:43:00.000+02:00;20.48;2.36
A.A;2020-07-04T00:02:00.000+02:00;23.98;22.35
A.A;2020-07-19T02:52:00.000+02:00;24.68;85.7
A.A;2020-07-28T01:05:00.000+02:00;25.84;98.2
A.A;2020-07-28T20:15:00.000+02:00;24.45;85.46
A.A;2020-08-02T01:24:00.000+02:00;28.43;45.87
A.A;2020-08-05T23:55:00.000+02:00;23.82;46.91
A.A;2020-08-11T04:01:00.000+02:00;29.11;44.29
A.A;2020-08-14T19:44:00.000+02:00;29.07;94.88
A.A;2020-08-18T04:01:00.000+02:00;21.96;53.7
A.A;2020-08-19T06:05:00.000+02:00;23.57;2.05
A.A;2020-08-19T15:16:00.000+02:00;25.28;21.32
A.A;2020-08-23T01:39:00.000+02:00;24.91;8.32
A.A;2020-08-23T10:44:00.000+02:00;25.56;7.78
A.A;2020-08-23T18:32:00.000+02:00;26.02;17.15
A.A;2020-08-26T00:55:00.000+02:00;22.61;11.17
A.A;2020-08-26T14:13:00.000+02:00;19.12;46.43
A.A;2020-08-28T13:25:00.000+02:00;25.63;44.22
A.A;2020-08-31T17:51:00.000+02:00;27.35;40.2
A.A;2020-08-31T21:02:00.000+02:00;24.69;27.43
A.A;2020-09-01T01:13:00.000+02:00;24.21;20.04
A.A;2020-09-03T10:06:00.000+02:00;19.24;77.66
A.A;2020-09-07T20:34:00.000+02:00;25.31;90.59
A.A;2020-09-22T07:39:00.000+02:00;23.68;40.57
A.A;2020-10-04T03:06:00.000+02:00;24.6;95.39
A.A;2020-10-05T23:04:00.000+02:00;24.76;33.07
A.A;2020-10-12T20:39:00.000+02:00;27.08;83.54
A.A;2020-10-14T17:59:00.000+02:00;26.42;58.25
A.A;2020-10-18T07:06:00.000+02:00;21.95;88.52
A.A;2020-10-20T07:20:00.000+02:00;18.13;76.65
A.A;2020-10-29T15:13:00.000+01:00;24.63;43.74
A.A;2020-11-20T16:34:00.000+01:00;24.76;18.65
A.A;2020-11-27T05:15:00.000+01:00;26.93;56.87
A.A;2020-12-02T23:20:00.000+01:00;21.06;33.27
A.A;2020-12-16T15:55:00.000+01:00;20.58;16.17
A.A;2020-12-22T05:03:00.000+01:00;26.41;39.93
A.A;2020-12-25T00:16:00.000+01:00;21.53;69.89
A.A;2020-12-25T07:29:00.000+01:00;25.59;47.93
A.A;2020-12-25T12:58:00.000+01:00;25.99;63.44
A.A;2020-12-28T11:35:00.000+01:00;21.08;18.26
A.A;2021-01-09T01:37:00.000+01:00;25.16;93.51
A.A;2021-01-11T23:17:00.000+01:00;27.71;55.88
A.A;2021-01-12T17:33:00.000+01:00;25.48;33.25
A.A;2021-01-13T01:22:00.000+01:00;27.91;43.08
A.A;2021-01-20T11:50:00.000+01:00;21.4;25.99
A.A;2021-01-21T05:59:00.000+01:00;16.58;60.34
A.A;2021-01-26T20:31:00.000+01:00;18.22;58.5
A.A;2021-02-04T13:17:00.000+01:00;24.44;44.36
A.A;2021-02-05T03:46:00.000+01:00;25.51;37.12
A.A;2021-02-13T12:04:00.000+01:00;28.64;63.02
A.A;2021-02-15T00:49:00.000+01:00;22.09;74.94
A.A;2021-02-18T01:51:00.000+01:00;26.22;62.18
A.A;2021-02-25T10:53:00.000+01:00;24.21;30.05
A.A;2021-02-27T19:52:00.000+01:00;26.12;0.55
A.A;2021-03-01T06:07:00.000+01:00;21.8;23.32
A.A;2021-03-04T12:16:00.000+01:00;22.2;83.43
A.A;2021-03-12T09:38:00.000+01:00;24.34;30.66
A.A;2021-03-20T09:53:00.000+01:00;22.83;11.82
A.A;2021-03-25T02:48:00.000+01:00;27.83;15.95
A.A;2021-04-06T14:18:00.000+02:00;20.06;11.83
A.A;2021-04-06T20:22:00.000+02:00;23.01;23.29
A.A;2021-04-09T03:52:00.000+02:00;21.72;13.5
A.A;2021-04-24T01:11:00.000+02:00;23.94;72.82
A.A;2021-05-02T12:16:00.000+02:00;24.81;57.81
A.A;2021-05-02T19:16:00.000+02:00;29.74;36.44
A.A;2021-05-04T02:09:00.000+02:00;20.97;41.11
A.A;2021-05-10T07:38:00.000+02:00;21.85;81.24
A.A;2021-05-11T06:51:00.000+02:00;22.21;71.7
A.A;2021-05-11T21:01:00.000+02:00;25.66;32.3
A.A;2021-05-18T16:37:00.000+02:00;27.99;56.39
A.A;2021-05-20T23:34:00.000+02:00;28.13;42.27
A.A;2021-05-21T02:25:00.000+02:00;24.65;57.42
A.A;2021-05-26T16:32:00.000+02:00;18.82;0.49
A.A;2021-05-31T18:13:00.000+02:00;23.77;0.06
A.A;2021-06-12T07:19:00.000+02:00;20.95;78.55
A.A;2021-06-15T09:17:00.000+02:00;23.12;67.16
A.A;2021-06-17T01:04:00.000+02:00;28.48;62.55
A.A;2021-06-29T16:12:00.000+02:00;26.09;12.22
A.A;2021-07-14T09:33:00.000+02:00;22.81;41.12
A.A;2021-07-15T13:11:00.000+02:00;22.65;50.06
A.A;2021-07-20T20:44:00.000+02:00;19.99;57.11
A.A;2021-07-31T01:38:00.000+02:00;24.1;17.74
A.A;2021-08-01T18:50:00.000+02:00;20.97;40.39
A.A;2021-08-10T07:48:00.000+02:00;30.57;3.07
A.A;2021-08-13T08:29:00.000+02:00;23.57;66.83
A.A;2021-08-16T01:23:00.000+02:00;26.59;85.11
A.A;2021-08-16T13:33:00.000+02:00;28.02;88.97
A.A;2021-08-20T13:07:00.000+02:00;12.03;94.65
A.A;2021-09-10T03:29:00.000+02:00;24.76;44.39
A.A;2021-09-11T09:16:00.000+02:00;28.74;78.68
A.A;2021-09-17T12:38:00.000+02:00;22.11;31.9
A.A;2021-09-20T08:25:00.000+02:00;26.81;85.21
A.A;2021-10-02T13:38:00.000+02:00;31.69;63.51
A.A;2021-10-16T18:14:00.000+02:00;25.94;42.09
A.A;2021-10-24T14:26:00.000+02:00;25.58;10.49
A.A;2021-10-26T20:09:00.000+02:00;17.06;57.62
A.A;2021-10-30T05:55:00.000+02:00;23.31;29.85
A.A;2021-11-03T06:25:00.000+01:00;16.57;26.9
A.A;2021-11-08T09:06:00.000+01:00;25.23;71.29
A.A;2021-11-15T02:38:00.000+01:00;21.24;39.06
A.A;2021-11-22T00:04:00.000+01:00;20.55;20.91
A.A;2021-12-01T00:05:00.000+01:00;18.71;54.38
A.A;2021-12-13T21:49:00.000+01:00;31.47;74.89
A.A;2021-12-21T16:14:00.000+01:00;18.62;47.33
A.A;2021-12-30T01:13:00.000+01:00;31.57;25.89
A.A;2021-12-30T20:48:00.000+01:00;28.25;18.26
A.A;2022-01-02T03:19:00.000+01:00;26.16;38.66
A.A;2022-01-03T08:31:00.000+01:00;20.76;68.96
A.A;2022-01-03T08:50:00.000+01:00;19.58;44.4
A.A;2022-01-17T15:41:00.000+01:00;27.34;45.6
A.A;2022-01-20T23:10:00.000+01:00;23.89;78.12
A.A;2022-01-21T09:03:00.000+01:00;35.29;77.84
A.A;2022-01-31T04:48:00.000+01:00;32.44;85.98
A.A;2022-02-03T14:59:00.000+01:00;22.02;3.79
A.A;2022-02-11T04:53:00.000+01:00;25.85;69.7
A.A;2022-02-25T04:18:00.000+01:00;22.43;31.22
A.A;2022-02-28T08:59:00.000+01:00;26.02;66.68
A.A;2022-03-01T13:53:00.000+01:00;19.5;31.19
A.A;2022-03-19T17:31:00.000+01:00;34.04;46.86
A.A;2022-03-23T11:53:00.000+01:00;20.78;3.57
A.A;2022-03-26T15:55:00.000+01:00;23.74;96.34
A.A;2022-03-27T05:12:00.000+02:00;21.89;56.02
A.A;2022-04-18T01:36:00.000+02:00;18.68;65.42
A.A;2022-05-09T18:52:00.000+02:00;20.96;12.16
A.A;2022-05-14T20:02:00.000+02:00;21.61;65.11
A.A;2022-05-23T09:28:00.000+02:00;24.88;21.28
A.A;2022-06-15T09:38:00.000+02:00;22.47;50.7
A.A;2022-06-19T01:09:00.000+02:00;23.87;92.11
A.A;2022-07-04T13:40:00.000+02:00;20.67;14.07
A.A;2022-07-15T13:03:00.000+02:00;26.84;12.17
A.A;2022-07-16T09:15:00.000+02:00;25.15;11.9
A.A;2022-07-17T05:52:00.000+02:00;23.67;22.59
A.A;2022-08-04T22:30:00.000+02:00;27.01;44.94
A.A;2022-08-05T02:15:00.000+02:00;24.85;25.06
A.A;2022-08-12T21:23:00.000+02:00;32.58;3.87
A.A;2022-08-19T13:39:00.000+02:00;23.6;9.59
A.A;2020-04-03T15:39:00.000+02:00;21.53;53.53
A.A;2020-04-09T11:58:00.000+02:00;24.35;5.71
A.A;2020-04-13T01:28:00.000+02:00;18.84;20.57
A.A;2020-04-14T13:56:00.000+02:00;28.88;2.78
A.A;2020-05-02T23:53:00.000+02:00;19.22;1.26
A.A;2020-05-06T07:03:00.000+02:00;31.39;2.0
A.A;2020-05-11T18:44:00.000+02:00;18.68;40.76
A.A;2020-05-20T05:07:00.000+02:00;18.48;81.25
A.A;2020-05-23T04:11:00.000+02:00;29.3;41.13
A.A;2020-05-23T07:07:00.000+02:00;26.69;56.38
A.A;2020-05-24T08:17:00.000+02:00;25.76;41.83
A.A;2020-06-01T10:59:00.000+02:00;27.85;70.0
A.A;2020-06-02T22:43:00.000+02:00;24.1;59.47
A.A;2020-06-03T06:40:00.000+02:00;29.0;77.83
A.A;2020-06-08T03:28:00.000+02:00;20.28;58.34
A.A;2020-06-21T03:08:00.000+02:00;23.41;89.28
A.A;2020-06-25T23:33:00.000+02:00;20.52;6.85
A.A;2020-06-28T23:44:00.000+02:00;20.76;23.83
A.A;2020-06-30T02:23:00.000+02:00;19.63;85.23
A.A;2020-07-05T07:55:00.000+02:00;23.8;51.82
A.A;2020-07-14T06:39:00.000+02:00;22.24;5.33
A.A;2020-07-16T18:28:00.000+02:00;27.71;12.43
A.A;2020-07-28T23:49:00.000+02:00;27.94;45.35
A.A;2020-08-05T15:12:00.000+02:00;24.13;79.03
A.A;2020-08-20T23:25:00.000+02:00;21.39;55.79
A.A;2020-08-21T23:40:00.000+02:00;27.49;85.61
A.A;2020-09-06T15:35:00.000+02:00;23.81;27.8
A.A;2020-09-08T01:38:00.000+02:00;28.21;26.77
A.A;2020-09-13T06:47:00.000+02:00;35.79;71.94
A.A;2020-09-21T04:19:00.000+02:00;21.62;16.27
A.A;2020-09-27T17:27:00.000+02:00;22.55;94.46
A.A;2020-09-30T09:13:00.000+02:00;28.59;84.21
A.A;2020-10-22T10:38:00.000+02:00;22.88;89.95
A.A;2020-11-04T09:50:00.000+01:00;22.16;15.28
A.A;2020-11-15T02:48:00.000+01:00;24.49;77.9
A.A;2020-11-20T07:12:00.000+01:00;21.79;38.84
A.A;2020-11-20T08:50:00.000+01:00;21.23;55.18
A.A;2020-11-25T22:59:00.000+01:00;28.26;96.57
A.A;2020-12-01T00:40:00.000+01:00;25.5;70.09
A.A;2020-12-06T04:10:00.000+01:00;21.55;56.83
A.A;2020-12-23T10:55:00.000+01:00;20.81;91.01
A.A;2020-12-30T06:06:00.000+01:00;25.09;75.78
A.A;2021-01-08T08:16:00.000+01:00;24.32;77.08
A.A;2021-01-09T11:34:00.000+01:00;22.06;48.95
A.A;2021-01-12T14:55:00.000+01:00;23.45;20.91
A.A;2021-01-15T14:00:00.000+01:00;24.9;24.46
A.A;2021-01-16T06:38:00.000+01:00;25.68;39.56
A.A;2021-01-16T16:00:00.000+01:00;20.25;62.43
A.A;2021-02-05T04:09:00.000+01:00;24.59;68.1
A.A;2021-02-13T07:26:00.000+01:00;24.24;22.03
A.A;2021-02-24T12:37:00.000+01:00;23.9;68.96
A.A;2021-03-11T23:23:00.000+01:00;22.6;31.3
A.A;2021-03-20T01:13:00.000+01:00;23.02;19.31
A.A;2021-03-21T06:33:00.000+01:00;21.84;92.17
A.A;2021-04-08T03:24:00.000+02:00;19.13;82.32
A.A;2021-04-15T19:29:00.000+02:00;15.05;62.13
A.A;2021-04-18T01:40:00.000+02:00;24.05;82.47
A.A;2021-05-06T10:27:00.000+02:00;24.62;35.18
A.A;2021-05-07T15:43:00.000+02:00;19.53;92.06
A.A;2021-05-16T05:21:00.000+02:00;23.78;52.79
A.A;2021-05-20T21:02:00.000+02:00;29.02;94.59
A.A;2021-05-22T00:11:00.000+02:00;14.89;93.45
A.A;2021-05-26T11:49:00.000+02:00;19.11;96.64
A.A;2021-05-26T14:51:00.000+02:00;17.72;58.47
A.A;2021-06-06T23:16:00.000+02:00;25.27;28.76
A.A;2021-06-10T11:12:00.000+02:00;32.47;94.63
A.A;2021-06-19T02:10:00.000+02:00;22.17;8.36
A.A;2021-06-19T07:55:00.000+02:00;20.02;44.8
A.A;2021-06-27T15:44:00.000+02:00;19.8;70.17
A.A;2021-07-21T23:46:00.000+02:00;17.82;24.09
A.A;2021-07-27T19:42:00.000+02:00;22.86;13.11
A.A;2021-07-28T05:34:00.000+02:00;23.95;54.39
A.A;2021-08-01T03:18:00.000+02:00;17.6;77.38
A.A;2021-08-04T13:27:00.000+02:00;19.31;61.75
A.A;2021-08-04T23:56:00.000+02:00;22.88;53.32
A.A;2021-08-06T16:49:00.000+02:00;21.88;20.06
A.A;2021-08-08T22:57:00.000+02:00;28.53;85.92
A.A;2021-09-20T00:28:00.000+02:00;15.65;13.29
A.A;2021-09-21T10:27:00.000+02:00;31.31;70.35
A.A;2021-09-21T10:45:00.000+02:00;27.6;78.4
A.A;2021-09-25T00:55:00.000+02:00;20.8;49.75
A.A;2021-10-05T09:54:00.000+02:00;22.22;6.22
A.A;2021-10-06T16:13:00.000+02:00;20.96;52.64
A.A;2021-10-08T17:45:00.000+02:00;27.96;42.18
A.A;2021-10-15T10:14:00.000+02:00;24.63;36.83
A.A;2021-10-29T02:50:00.000+02:00;34.16;48.52
A.A;2021-10-29T07:50:00.000+02:00;24.1;61.97
A.A;2021-11-06T19:54:00.000+01:00;24.76;24.34
A.A;2021-11-07T22:19:00.000+01:00;20.31;41.1
A.A;2021-11-08T09:25:00.000+01:00;24.71;64.49
A.A;2021-11-22T08:41:00.000+01:00;24.67;39.18
A.A;2021-11-26T08:49:00.000+01:00;17.91;62.05
A.A;2021-11-28T23:58:00.000+01:00;18.6;27.84
A.A;2021-11-30T03:44:00.000+01:00;23.81;25.32
A.A;2021-12-01T21:19:00.000+01:00;19.23;2.1
A.A;2021-12-07T23:53:00.000+01:00;26.06;62.96
A.A;2021-12-10T05:52:00.000+01:00;24.49;93.01
A.A;2021-12-22T06:02:00.000+01:00;23.02;73.7
A.A;2022-01-02T05:45:00.000+01:00;26.65;61.01
A.A;2022-01-14T09:56:00.000+01:00;24.98;1.76
A.A;2022-01-14T20:03:00.000+01:00;26.84;20.71
A.A;2022-01-16T03:13:00.000+01:00;22.33;27.88
A.A;2022-01-24T06:54:00.000+01:00;16.22;74.19
A.A;2022-01-26T15:41:00.000+01:00;23.25;34.74
A.A;2022-01-29T11:03:00.000+01:00;22.86;71.72
A.A;2022-01-30T15:29:00.000+01:00;33.55;16.78
A.A;2022-01-30T23:57:00.000+01:00;31.02;57.65
A.A;2022-02-03T04:17:00.000+01:00;22.34;17.77
A.A;2022-02-03T20:55:00.000+01:00;24.86;56.77
A.A;2022-02-16T07:23:00.000+01:00;22.7;26.29
A.A;2022-02-21T15:38:00.000+01:00;27.26;3.02
A.A;2022-02-25T20:53:00.000+01:00;21.85;80.9
A.A;2022-03-05T18:12:00.000+01:00;22.04;2.45
A.A;2022-03-08T16:30:00.000+01:00;20.29;60.22
A.A;2022-03-15T17:45:00.000+01:00;23.82;76.37
A.A;2022-03-27T08:58:00.000+02:00;24.35;67.44
A.A;2022-04-05T11:31:00.000+02:00;24.34;29.57
A.A;2022-04-08T15:09:00.000+02:00;25.67;61.65
A.A;2022-04-22T03:51:00.000+02:00;27.45;13.57
A.A;2022-04-22T07:01:00.000+02:00;26.99;18.62
A.A;2022-04-24T06:10:00.000+02:00;30.19;53.34
A.A;2022-04-25T01:58:00.000+02:00;22.54;34.23
A.A;2022-04-27T23:44:00.000+02:00;26.78;75.34
A.A;2022-05-01T09:27:00.000+02:00;24.6;3.39
A.A;2022-05-02T03:04:00.000+02:00;24.43;27.74
A.A;2022-05-06T19:38:00.000+02:00;23.86;2.83
A.A;2022-05-08T16:17:00.000+02:00;17.74;44.37
A.A;2022-05-11T14:05:00.000+02:00;21.19;47.44
A.A;2022-05-14T01:51:00.000+02:00;19.86;1.14
A.A;2022-05-16T02:00:00.000+02:00;27.28;60.98
A.A;2022-05-17T11:22:00.000+02:00;23.52;67.69
A.A;2022-05-23T11:43:00.000+02:00;25.74;62.72
A.A;2022-06-02T09:40:00.000+02:00;22.88;90.19
A.A;2022-06-05T20:39:00.000+02:00;23.58;24.46
A.A;2022-06-16T18:38:00.000+02:00;27.39;25.69
A.A;2022-06-22T10:32:00.000+02:00;23.99;78.67
A.A;2022-06-23T05:54:00.000+02:00;30.18;44.91
A.A;2022-06-24T14:12:00.000+02:00;26.36;78.15
A.A;2022-06-27T20:45:00.000+02:00;23.39;98.52
A.A;2022-07-03T17:21:00.000+02:00;22.17;43.0
A.A;2022-07-04T19:29:00.000+02:00;25.89;49.45
A.A;2022-08-05T12:29:00.000+02:00;23.13;56.36
A.A;2022-08-06T11:22:00.000+02:00;21.49;30.11
A.A;2022-08-13T09:58:00.000+02:00;28.01;28.21
A.A;2022-08-17T01:20:00.000+02:00;23.75;78.84
