fullRoomLocation;dateTime;avg_temp;avg_hum
A.A.0.B;2022-01-11T09:31:00.000+01:00;24.29;49.53
A.A.0.B;2022-01-14T04:06:00.000+01:00;24.56;59.49
A.A.0.B;2022-01-15T21:21:00.000+01:00;24.91;81.47
A.A.0.B;2022-01-17T08:23:00.000+01:00;26.72;67.83
A.A.0.B;2022-01-24T08:55:00.000+01:00;23.76;89.24
A.A.0.B;2022-01-30T22:11:00.000+01:00;27.21;94.15
A.A.0.B;2022-01-31T19:20:00.000+01:00;23.84;58.23
A.A.0.B;2022-02-05T09:27:00.000+01:00;22.98;51.16
A.A.0.B;2022-02-09T10:35:00.000+01:00;19.16;65.05
A.A.0.B;2022-02-09T12:22:00.000+01:00;24.61;46.37
A.A.0.B;2022-02-14T18:09:00.000+01:00;20.87;52.59
A.A.0.B;2022-02-24T10:23:00.000+01:00;32.19;36.2
A.A.0.B;2022-02-28T20:31:00.000+01:00;22.96;24.72
A.A.0.B;2022-03-05T17:07:00.000+01:00;23.17;56.27
A.A.0.B;2022-03-07T23:08:00.000+01:00;28.12;91.31
A.A.0.B;2022-03-10T22:15:00.000+01:00;26.02;80.89
A.A.0.B;2022-03-15T02:20:00.000+01:00;19.69;60.48
A.A.0.B;2022-03-21T03:51:00.000+01:00;22.77;57.31
A.A.0.B;2022-03-27T03:50:00.000+02:00;20.81;65.44
A.A.0.B;2022-03-31T10:06:00.000+02:00;21.84;79.79
A.A.0.B;2022-04-09T00:21:00.000+02:00;11.38;0.61
A.A.0.B;2022-04-14T00:04:00.000+02:00;12.13;32.37
A.A.0.B;2022-04-18T05:50:00.000+02:00;14.08;53.97
A.A.0.B;2022-04-26T13:02:00.000+02:00;28.15;28.53
A.A.0.B;2022-05-03T14:49:00.000+02:00;20.4;37.97
A.A.0.B;2022-05-10T04:38:00.000+02:00;23.01;61.35
A.A.0.B;2022-05-17T23:33:00.000+02:00;26.41;70.17
A.A.0.B;2022-05-18T19:18:00.000+02:00;21.32;36.55
A.A.0.B;2022-05-22T20:23:00.000+02:00;21.1;33.21
A.A.0.B;2022-05-22T23:14:00.000+02:00;21.66;48.13
A.A.0.B;2022-05-28T09:01:00.000+02:00;19.34;56.86
A.A.0.B;2022-06-01T02:04:00.000+02:00;13.53;63.0
A.A.0.B;2022-06-13T06:20:00.000+02:00;12.21;56.6
A.A.0.B;2022-06-15T17:25:00.000+02:00;15.79;57.8
A.A.0.B;2022-06-18T07:49:00.000+02:00;16.13;47.66
A.A.0.B;2022-06-28T11:23:00.000+02:00;12.79;82.83
A.A.0.B;2022-07-08T00:17:00.000+02:00;18.46;57.97
A.A.0.B;2022-07-09T19:36:00.000+02:00;22.3;70.22
A.A.0.B;2022-07-14T21:49:00.000+02:00;27.02;75.92
A.A.0.B;2022-07-21T03:42:00.000+02:00;27.32;60.32
A.A.0.B;2022-07-24T15:19:00.000+02:00;18.42;32.73
A.A.0.B;2022-07-25T19:42:00.000+02:00;21.75;44.63
A.A.0.B;2022-08-02T16:19:00.000+02:00;10.24;62.58
A.A.0.B;2022-08-08T08:07:00.000+02:00;16.74;57.61
A.A.0.B;2022-08-31T16:08:00.000+02:00;37.43;49.78
A.A.0.C;2020-04-08T10:26:00.000+02:00;19.03;46.3
A.A.0.C;2020-04-13T15:08:00.000+02:00;18.13;66.24
A.A.0.C;2020-04-16T02:21:00.000+02:00;15.49;70.94
A.A.0.C;2020-04-24T21:48:00.000+02:00;26.67;98.36
A.A.0.C;2020-04-26T12:09:00.000+02:00;21.7;69.84
A.A.0.C;2020-05-01T09:11:00.000+02:00;18.49;46.65
A.A.0.C;2020-05-10T16:22:00.000+02:00;25.32;16.78
A.A.0.C;2020-05-14T12:38:00.000+02:00;31.36;56.7
A.A.0.C;2020-05-15T07:49:00.000+02:00;28.75;44.24
A.A.0.C;2020-05-19T00:39:00.000+02:00;24.46;45.44
A.A.0.C;2020-05-28T23:48:00.000+02:00;16.34;78.6
A.A.0.C;2020-05-30T03:55:00.000+02:00;26.24;56.01
A.A.0.C;2020-05-31T15:32:00.000+02:00;29.24;53.61
A.A.0.C;2020-06-05T21:51:00.000+02:00;30.76;45.37
A.A.0.C;2020-06-14T12:41:00.000+02:00;20.02;73.91
A.A.0.C;2020-06-20T10:38:00.000+02:00;15.36;76.4
A.A.0.C;2020-06-22T03:50:00.000+02:00;19.41;54.24
A.A.0.C;2020-06-27T21:20:00.000+02:00;27.99;48.4
A.A.0.C;2020-06-28T19:11:00.000+02:00;22.53;51.34
A.A.0.C;2020-07-05T23:54:00.000+02:00;12.6;58.23
A.A.0.C;2020-07-11T15:30:00.000+02:00;16.24;38.97
A.A.0.C;2020-07-12T21:54:00.000+02:00;22.98;34.63
A.A.0.C;2020-07-14T19:45:00.000+02:00;28.29;17.89
A.A.0.C;2020-07-20T16:42:00.000+02:00;19.92;9.94
A.A.0.C;2020-07-22T14:55:00.000+02:00;16.53;21.12
A.A.0.C;2020-08-18T10:12:00.000+02:00;35.27;11.48
A.A.0.C;2020-08-21T09:20:00.000+02:00;35.87;18.47
A.A.0.C;2020-08-22T03:13:00.000+02:00;32.33;31.92
A.A.0.C;2020-08-23T02:12:00.000+02:00;30.64;35.99
A.A.0.C;2020-09-03T22:45:00.000+02:00;23.94;26.81
A.A.0.C;2020-09-14T23:08:00.000+02:00;29.91;54.66
A.A.0.C;2020-09-26T00:56:00.000+02:00;28.2;24.88
A.A.0.C;2020-09-30T16:43:00.000+02:00;22.0;26.99
A.A.0.C;2020-10-01T05:45:00.000+02:00;19.14;39.46
A.A.0.C;2020-10-13T21:24:00.000+02:00;26.14;71.19
A.A.0.C;2020-10-16T06:41:00.000+02:00;24.8;74.33
A.A.0.C;2020-10-20T12:34:00.000+02:00;24.87;79.94
A.A.0.C;2020-10-24T03:53:00.000+02:00;22.19;65.62
A.A.0.C;2020-10-24T09:19:00.000+02:00;20.73;56.82
A.A.0.C;2020-10-24T20:34:00.000+02:00;20.78;46.48
A.A.0.C;2020-10-26T08:30:00.000+01:00;20.85;51.16
A.A.0.C;2020-11-02T03:09:00.000+01:00;17.15;83.08
A.A.0.C;2020-11-02T06:28:00.000+01:00;21.21;86.0
A.A.0.C;2020-11-07T15:04:00.000+01:00;22.37;64.97
A.A.0.C;2020-11-07T18:23:00.000+01:00;19.91;58.41
A.A.0.C;2020-11-14T04:18:00.000+01:00;19.33;39.86
A.A.0.C;2020-11-17T22:30:00.000+01:00;23.64;74.44
A.A.0.C;2020-11-19T06:44:00.000+01:00;26.91;73.78
A.A.0.C;2020-11-28T10:02:00.000+01:00;35.42;62.91
A.A.0.C;2020-12-03T16:56:00.000+01:00;35.87;56.91
A.A.0.C;2020-12-10T10:14:00.000+01:00;34.99;74.79
A.A.0.C;2020-12-16T04:36:00.000+01:00;31.29;51.61
A.A.0.C;2020-12-29T11:24:00.000+01:00;23.61;83.77
A.A.0.C;2021-01-01T09:39:00.000+01:00;26.29;57.4
A.A.0.C;2021-01-14T08:45:00.000+01:00;36.42;43.56
A.A.0.C;2021-01-19T17:37:00.000+01:00;30.13;66.86
A.A.0.C;2021-01-26T01:42:00.000+01:00;17.47;92.66
A.A.0.C;2021-01-27T05:17:00.000+01:00;23.76;67.41
A.A.0.C;2021-01-30T09:11:00.000+01:00;25.76;63.32
A.A.0.C;2021-02-02T07:40:00.000+01:00;30.86;55.32
A.A.0.C;2021-02-07T00:00:00.000+01:00;25.85;47.56
A.A.0.C;2021-02-13T07:55:00.000+01:00;29.6;26.02
A.A.0.C;2021-02-14T13:45:00.000+01:00;25.27;21.39
A.A.0.C;2021-02-14T15:01:00.000+01:00;26.36;34.82
A.A.0.C;2021-02-25T00:27:00.000+01:00;25.88;11.92
A.A.0.C;2021-02-27T03:58:00.000+01:00;30.56;43.4
A.A.0.C;2021-02-28T14:53:00.000+01:00;31.33;32.87
A.A.0.C;2021-03-04T21:58:00.000+01:00;27.26;58.98
A.A.0.C;2021-03-07T22:52:00.000+01:00;12.01;66.58
A.A.0.C;2021-03-09T22:55:00.000+01:00;15.02;48.28
A.A.0.C;2021-03-11T10:18:00.000+01:00;20.34;53.23
A.A.0.C;2021-03-14T10:13:00.000+01:00;21.5;39.43
A.A.0.C;2021-03-15T01:21:00.000+01:00;26.79;52.01
A.A.0.C;2021-03-16T04:29:00.000+01:00;25.56;54.8
A.A.0.C;2021-04-06T00:23:00.000+02:00;13.68;25.91
A.A.0.C;2021-04-23T02:35:00.000+02:00;14.8;25.57
A.A.0.C;2021-05-02T16:50:00.000+02:00;22.06;17.59
A.A.0.C;2021-05-07T09:19:00.000+02:00;27.18;57.04
A.A.0.C;2021-05-09T21:53:00.000+02:00;34.11;78.57
A.A.0.C;2021-05-14T22:59:00.000+02:00;30.11;79.34
A.A.0.C;2021-05-15T03:45:00.000+02:00;24.06;67.23
A.A.0.C;2021-05-16T14:42:00.000+02:00;23.33;53.84
A.A.0.C;2021-05-16T14:52:00.000+02:00;23.92;60.12
A.A.0.C;2021-05-24T21:56:00.000+02:00;33.76;20.59
A.A.0.C;2021-05-28T15:56:00.000+02:00;28.78;19.57
A.A.0.C;2021-05-29T23:38:00.000+02:00;24.18;29.42
A.A.0.C;2021-06-03T19:46:00.000+02:00;18.84;22.74
A.A.0.C;2021-06-17T06:02:00.000+02:00;23.51;11.04
A.A.0.C;2021-06-20T00:46:00.000+02:00;28.57;51.85
A.A.0.C;2021-06-20T01:26:00.000+02:00;23.97;43.03
A.A.0.C;2021-06-20T08:27:00.000+02:00;25.36;52.75
A.A.0.C;2021-06-22T02:17:00.000+02:00;27.75;53.63
A.A.0.C;2021-06-23T03:45:00.000+02:00;25.44;50.01
A.A.0.C;2021-06-23T17:56:00.000+02:00;23.82;57.0
A.A.0.C;2021-06-23T21:38:00.000+02:00;23.52;57.69
A.A.0.C;2021-06-25T14:06:00.000+02:00;23.91;58.05
A.A.0.C;2021-07-02T01:07:00.000+02:00;30.18;13.85
A.A.0.C;2021-07-04T13:33:00.000+02:00;24.31;35.89
A.A.0.C;2021-07-12T04:10:00.000+02:00;22.98;83.79
A.A.0.C;2021-07-13T13:45:00.000+02:00;19.65;48.34
A.A.0.C;2021-07-16T06:37:00.000+02:00;22.7;55.61
A.A.0.C;2021-07-17T05:21:00.000+02:00;25.52;57.45
A.A.0.C;2021-07-17T17:05:00.000+02:00;23.19;52.58
A.A.0.C;2021-07-30T21:13:00.000+02:00;31.41;45.97
A.A.0.C;2021-07-31T01:58:00.000+02:00;32.09;41.44
A.A.0.C;2021-08-03T06:31:00.000+02:00;28.33;49.67
A.A.0.C;2021-08-10T03:20:00.000+02:00;27.03;67.72
A.A.0.C;2021-09-09T15:44:00.000+02:00;15.31;92.96
A.A.0.C;2021-09-14T12:58:00.000+02:00;15.05;83.56
A.A.0.C;2021-09-17T04:09:00.000+02:00;21.62;49.49
A.A.0.C;2021-09-28T08:38:00.000+02:00;32.79;4.93
A.A.0.C;2021-10-01T04:09:00.000+02:00;28.2;24.5
A.A.0.C;2021-10-03T13:04:00.000+02:00;29.2;30.43
A.A.0.C;2021-10-09T10:47:00.000+02:00;24.53;65.56
A.A.0.C;2021-10-12T22:00:00.000+02:00;21.84;51.53
A.A.0.C;2021-10-13T21:54:00.000+02:00;24.62;55.05
A.A.0.C;2021-10-18T10:30:00.000+02:00;23.51;52.95
A.A.0.C;2021-10-24T06:09:00.000+02:00;17.05;48.69
A.A.0.C;2021-10-30T05:30:00.000+02:00;26.11;7.75
A.A.0.C;2021-11-10T23:21:00.000+01:00;33.69;71.83
A.A.0.C;2021-11-15T05:36:00.000+01:00;34.28;78.25
A.A.0.C;2021-11-25T09:26:00.000+01:00;16.91;11.51
A.A.0.C;2021-11-26T09:04:00.000+01:00;20.28;35.52
A.A.0.C;2021-12-07T22:06:00.000+01:00;26.73;79.23
A.A.0.C;2021-12-22T09:54:00.000+01:00;11.42;44.88
A.A.0.C;2021-12-23T23:38:00.000+01:00;23.99;40.68
A.A.0.C;2021-12-27T04:04:00.000+01:00;27.85;59.99
A.A.0.C;2022-01-01T23:46:00.000+01:00;24.92;64.66
A.A.0.C;2022-01-08T06:29:00.000+01:00;17.84;60.52
A.A.0.C;2022-01-13T22:17:00.000+01:00;28.64;82.91
A.A.0.C;2022-01-14T06:50:00.000+01:00;23.04;65.32
A.A.0.C;2022-01-17T16:20:00.000+01:00;20.98;50.81
A.A.0.C;2022-01-23T09:29:00.000+01:00;12.82;69.83
A.A.0.C;2022-01-28T18:20:00.000+01:00;18.08;90.15
A.A.0.C;2022-01-29T05:44:00.000+01:00;22.58;71.28
A.A.0.C;2022-02-09T22:27:00.000+01:00;27.25;73.92
A.A.0.C;2022-02-10T16:29:00.000+01:00;26.54;79.59
A.A.0.C;2022-02-12T16:48:00.000+01:00;29.39;78.4
A.A.0.C;2022-02-13T14:19:00.000+01:00;27.88;59.22
A.A.0.C;2022-02-16T08:30:00.000+01:00;25.7;54.47
A.A.0.C;2022-02-18T12:45:00.000+01:00;24.68;43.73
A.A.0.C;2022-02-18T15:56:00.000+01:00;27.19;39.11
A.A.0.C;2022-02-22T12:05:00.000+01:00;25.67;43.09
A.A.0.C;2022-03-02T05:00:00.000+01:00;35.12;62.21
A.A.0.C;2022-03-07T02:19:00.000+01:00;29.28;43.61
A.A.0.C;2022-03-16T17:38:00.000+01:00;24.72;67.31
A.A.0.C;2022-03-29T05:57:00.000+02:00;36.74;86.4
A.A.0.C;2022-03-31T07:32:00.000+02:00;28.86;79.62
A.A.0.C;2022-04-03T08:57:00.000+02:00;30.04;84.03
A.A.0.C;2022-04-06T20:32:00.000+02:00;22.04;68.59
A.A.0.C;2022-04-07T11:27:00.000+02:00;20.83;71.95
A.A.0.C;2022-04-09T00:07:00.000+02:00;22.68;69.98
A.A.0.C;2022-04-11T00:03:00.000+02:00;20.55;56.16
A.A.0.C;2022-04-11T10:58:00.000+02:00;19.27;46.95
A.A.0.C;2022-04-13T00:02:00.000+02:00;17.78;46.7
A.A.0.C;2022-04-16T09:31:00.000+02:00;15.09;28.53
A.A.0.C;2022-04-17T01:29:00.000+02:00;15.3;28.04
A.A.0.C;2022-04-17T10:29:00.000+02:00;15.91;26.62
A.A.0.C;2022-04-19T01:25:00.000+02:00;17.4;31.21
A.A.0.C;2022-04-19T01:50:00.000+02:00;19.73;26.67
A.A.0.C;2022-04-19T22:36:00.000+02:00;20.28;31.35
A.A.0.C;2022-04-30T21:04:00.000+02:00;35.61;45.45
A.A.0.C;2022-05-07T17:41:00.000+02:00;25.96;24.15
A.A.0.C;2022-05-17T21:29:00.000+02:00;33.32;81.36
A.A.0.C;2022-05-19T04:50:00.000+02:00;31.05;46.82
A.A.0.C;2022-05-30T01:32:00.000+02:00;19.72;7.19
A.A.0.C;2022-06-01T17:59:00.000+02:00;22.62;17.81
A.A.0.C;2022-06-10T07:53:00.000+02:00;23.7;14.18
A.A.0.C;2022-06-15T03:41:00.000+02:00;27.34;19.16
A.A.0.C;2022-06-16T03:00:00.000+02:00;24.3;41.11
A.A.0.C;2022-06-26T02:52:00.000+02:00;28.87;34.36
A.A.0.C;2022-06-27T05:14:00.000+02:00;25.11;55.45
A.A.0.C;2022-06-30T10:33:00.000+02:00;23.41;52.55
A.A.0.C;2022-06-30T16:44:00.000+02:00;25.89;42.06
A.A.0.C;2022-07-06T23:45:00.000+02:00;23.86;49.11
A.A.0.C;2022-07-07T17:26:00.000+02:00;23.27;72.44
A.A.0.C;2022-07-16T00:18:00.000+02:00;29.14;7.63
A.A.0.C;2022-07-20T07:49:00.000+02:00;26.66;3.93
A.A.0.C;2022-07-21T18:01:00.000+02:00;28.33;12.77
A.A.0.C;2022-07-28T19:01:00.000+02:00;35.36;23.58
A.A.0.C;2022-07-31T22:11:00.000+02:00;27.69;40.61
A.A.0.C;2022-08-02T16:42:00.000+02:00;23.5;40.27
A.A.0.C;2022-08-09T13:36:00.000+02:00;25.26;35.89
A.A.0.C;2022-08-23T00:33:00.000+02:00;26.86;89.46
A.A.0.C;2022-08-23T14:08:00.000+02:00;31.76;92.62
A.A.0.C;2022-08-30T11:12:00.000+02:00;36.38;82.22
A.A.0.E;2020-04-16T00:38:00.000+02:00;11.82;39.42
A.A.0.E;2020-04-20T17:40:00.000+02:00;24.34;58.95
A.A.0.E;2020-05-08T07:23:00.000+02:00;29.38;63.75
A.A.0.E;2020-05-13T16:37:00.000+02:00;21.41;33.29
A.A.0.E;2020-05-17T08:44:00.000+02:00;21.09;6.89
A.A.0.E;2020-05-19T20:01:00.000+02:00;19.83;29.18
A.A.0.E;2020-05-23T22:44:00.000+02:00;24.9;34.88
A.A.0.E;2020-05-24T07:08:00.000+02:00;27.84;31.79
A.A.0.E;2020-05-28T03:28:00.000+02:00;29.42;42.49
A.A.0.E;2020-06-06T07:14:00.000+02:00;35.41;62.92
A.A.0.E;2020-06-11T08:45:00.000+02:00;31.27;51.65
A.A.0.E;2020-06-14T17:32:00.000+02:00;21.78;28.07
A.A.0.E;2020-06-21T12:21:00.000+02:00;24.75;22.06
A.A.0.E;2020-07-06T20:02:00.000+02:00;28.08;39.72
A.A.0.E;2020-07-14T07:16:00.000+02:00;14.59;77.56
A.A.0.E;2020-07-15T08:01:00.000+02:00;15.9;60.87
A.A.0.E;2020-07-19T21:37:00.000+02:00;16.75;59.0
A.A.0.E;2020-07-24T04:17:00.000+02:00;17.15;53.67
A.A.0.E;2020-07-24T04:42:00.000+02:00;19.65;40.58
A.A.0.E;2020-07-28T10:31:00.000+02:00;19.91;52.05
A.A.0.E;2020-08-01T14:49:00.000+02:00;23.5;73.59
A.A.0.E;2020-08-07T03:06:00.000+02:00;30.15;30.87
A.A.0.E;2020-08-09T15:30:00.000+02:00;27.03;21.24
A.A.0.E;2020-08-13T17:01:00.000+02:00;28.98;18.29
A.A.0.E;2020-08-19T14:53:00.000+02:00;24.73;51.57
A.A.0.E;2020-08-22T09:58:00.000+02:00;13.74;65.4
A.A.0.E;2020-09-15T06:19:00.000+02:00;17.64;54.76
A.A.0.E;2020-09-18T16:36:00.000+02:00;22.35;77.32
A.A.0.E;2020-09-20T04:12:00.000+02:00;18.31;83.23
A.A.0.E;2020-09-24T17:12:00.000+02:00;24.87;81.68
A.A.0.E;2020-10-01T15:19:00.000+02:00;24.97;65.2
A.A.0.E;2020-10-11T08:21:00.000+02:00;20.02;88.54
A.A.0.E;2020-10-12T21:32:00.000+02:00;15.67;54.83
A.A.0.E;2020-10-25T00:18:00.000+02:00;12.64;37.89
A.A.0.E;2020-10-25T00:26:00.000+02:00;20.62;52.58
A.A.0.E;2020-10-26T03:07:00.000+01:00;17.25;53.24
A.A.0.E;2020-10-31T14:31:00.000+01:00;21.98;55.71
A.A.0.E;2020-11-05T02:31:00.000+01:00;33.84;74.69
A.A.0.E;2020-11-08T14:21:00.000+01:00;26.38;89.01
A.A.0.E;2020-11-09T16:13:00.000+01:00;30.05;61.76
A.A.0.E;2020-11-11T01:49:00.000+01:00;25.76;65.56
