neighborhood;dateTime;avg_temp;avg_hum
A;2021-12-22T09:54:00.000+01:00;23.35;44.88
A;2021-12-23T23:38:00.000+01:00;23.69;40.68
A;2021-12-27T04:04:00.000+01:00;24.35;59.99
A;2022-01-01T23:46:00.000+01:00;24.46;64.66
A;2022-01-08T06:29:00.000+01:00;24.25;60.52
A;2022-01-13T22:17:00.000+01:00;24.46;82.91
A;2022-01-14T06:50:00.000+01:00;24.36;65.32
A;2022-01-17T16:20:00.000+01:00;23.67;50.81
A;2022-01-23T09:29:00.000+01:00;23.45;69.83
A;2022-01-28T18:20:00.000+01:00;23.85;90.15
A;2022-01-29T05:44:00.000+01:00;23.75;71.28
A;2022-02-09T22:27:00.000+01:00;23.09;73.92
A;2022-02-10T16:29:00.000+01:00;23.39;79.59
A;2022-02-12T16:48:00.000+01:00;23.32;78.4
A;2022-02-13T14:19:00.000+01:00;23.41;59.22
A;2022-02-16T08:30:00.000+01:00;24.16;54.47
A;2022-02-18T12:45:00.000+01:00;23.75;43.73
A;2022-02-18T15:56:00.000+01:00;23.92;39.11
A;2022-02-22T12:05:00.000+01:00;23.73;43.09
A;2022-03-02T05:00:00.000+01:00;24.21;62.21
A;2022-03-07T02:19:00.000+01:00;24.02;43.61
A;2022-03-16T17:38:00.000+01:00;24.08;67.31
A;2022-03-29T05:57:00.000+02:00;22.92;86.4
A;2022-03-31T07:32:00.000+02:00;23.21;79.62
A;2022-04-03T08:57:00.000+02:00;23.25;84.03
A;2022-04-06T20:32:00.000+02:00;22.92;68.59
A;2022-04-07T11:27:00.000+02:00;22.83;71.95
A;2022-04-09T00:07:00.000+02:00;23.02;69.98
A;2022-04-11T00:03:00.000+02:00;23.39;56.16
A;2022-04-11T10:58:00.000+02:00;23.73;46.95
A;2022-04-13T00:02:00.000+02:00;22.58;46.7
A;2022-04-16T09:31:00.000+02:00;22.31;28.53
A;2022-04-17T01:29:00.000+02:00;21.95;28.04
A;2022-04-17T10:29:00.000+02:00;21.68;26.62
A;2022-04-19T01:25:00.000+02:00;21.95;31.21
A;2022-04-19T01:50:00.000+02:00;22.08;26.67
A;2022-04-19T22:36:00.000+02:00;22.35;31.35
A;2022-04-30T21:04:00.000+02:00;23.5;45.45
A;2022-05-07T17:41:00.000+02:00;23.12;24.15
A;2022-05-17T21:29:00.000+02:00;23.89;81.36
A;2022-05-19T04:50:00.000+02:00;24.0;46.82
A;2022-05-30T01:32:00.000+02:00;24.31;7.19
A;2022-06-01T17:59:00.000+02:00;24.18;17.81
A;2022-06-10T07:53:00.000+02:00;23.83;14.18
A;2022-06-15T03:41:00.000+02:00;24.3;19.16
A;2022-06-16T03:00:00.000+02:00;24.25;41.11
A;2022-06-26T02:52:00.000+02:00;25.52;34.36
A;2022-06-27T05:14:00.000+02:00;25.36;55.45
A;2022-06-30T10:33:00.000+02:00;23.82;52.55
A;2022-06-30T16:44:00.000+02:00;23.73;42.06
A;2022-07-06T23:45:00.000+02:00;23.66;49.11
A;2022-07-07T17:26:00.000+02:00;24.32;72.44
A;2022-07-16T00:18:00.000+02:00;24.18;7.63
A;2022-07-20T07:49:00.000+02:00;23.84;3.93
A;2022-07-21T18:01:00.000+02:00;23.83;12.77
A;2022-07-28T19:01:00.000+02:00;23.86;23.58
A;2022-07-31T22:11:00.000+02:00;24.08;40.61
A;2022-08-02T16:42:00.000+02:00;24.19;40.27
A;2022-08-09T13:36:00.000+02:00;23.99;35.89
A;2022-08-23T00:33:00.000+02:00;23.41;89.46
A;2022-08-23T14:08:00.000+02:00;23.64;92.62
A;2022-08-30T11:12:00.000+02:00;23.88;82.22
A;2020-04-16T00:38:00.000+02:00;23.63;39.42
A;2020-04-20T17:40:00.000+02:00;22.98;58.95
A;2020-05-08T07:23:00.000+02:00;24.17;63.75
A;2020-05-13T16:37:00.000+02:00;23.9;33.29
A;2020-05-17T08:44:00.000+02:00;23.73;6.89
A;2020-05-19T20:01:00.000+02:00;23.1;29.18
A;2020-05-23T22:44:00.000+02:00;22.85;34.88
A;2020-05-24T07:08:00.000+02:00;23.02;31.79
A;2020-05-28T03:28:00.000+02:00;23.97;42.49
A;2020-06-06T07:14:00.000+02:00;23.58;62.92
A;2020-06-11T08:45:00.000+02:00;24.15;51.65
A;2020-06-14T17:32:00.000+02:00;24.02;28.07
A;2020-06-21T12:21:00.000+02:00;23.38;22.06
A;2020-07-06T20:02:00.000+02:00;24.02;39.72
A;2020-07-14T07:16:00.000+02:00;23.69;77.56
A;2020-07-15T08:01:00.000+02:00;24.04;60.87
A;2020-07-19T21:37:00.000+02:00;23.72;59.0
A;2020-07-24T04:17:00.000+02:00;23.42;53.67
A;2020-07-24T04:42:00.000+02:00;23.48;40.58
A;2020-07-28T10:31:00.000+02:00;22.97;52.05
A;2020-08-01T14:49:00.000+02:00;23.37;73.59
A;2020-08-07T03:06:00.000+02:00;24.48;30.87
A;2020-08-09T15:30:00.000+02:00;24.43;21.24
A;2020-08-13T17:01:00.000+02:00;25.17;18.29
A;2020-08-19T14:53:00.000+02:00;23.62;51.57
A;2020-08-22T09:58:00.000+02:00;23.35;65.4
A;2020-09-15T06:19:00.000+02:00;23.75;54.76
A;2020-09-18T16:36:00.000+02:00;24.11;77.32
A;2020-09-20T04:12:00.000+02:00;24.25;83.23
A;2020-09-24T17:12:00.000+02:00;23.88;81.68
A;2020-10-01T15:19:00.000+02:00;22.75;65.2
A;2020-10-11T08:21:00.000+02:00;23.73;88.54
A;2020-10-12T21:32:00.000+02:00;23.95;54.83
A;2020-10-25T00:18:00.000+02:00;24.06;37.89
A;2020-10-25T00:26:00.000+02:00;24.09;52.58
A;2020-10-26T03:07:00.000+01:00;23.93;53.24
A;2020-10-31T14:31:00.000+01:00;23.6;55.71
A;2020-11-05T02:31:00.000+01:00;24.3;74.69
A;2020-11-08T14:21:00.000+01:00;23.77;89.01
A;2020-11-09T16:13:00.000+01:00;24.3;61.76
A;2020-11-11T01:49:00.000+01:00;24.11;65.56
A;2020-11-11T12:41:00.000+01:00;24.04;69.9
A;2020-11-12T17:04:00.000+01:00;24.36;66.19
A;2020-11-13T20:05:00.000+01:00;23.95;69.07
A;2020-11-15T11:18:00.000+01:00;23.98;72.28
A;2020-11-20T10:21:00.000+01:00;22.94;80.09
A;2020-11-21T15:50:00.000+01:00;22.75;84.7
A;2020-12-05T05:37:00.000+01:00;24.34;96.62
A;2020-12-11T04:30:00.000+01:00;24.01;52.76
A;2020-12-16T07:29:00.000+01:00;23.32;5.8
A;2020-12-27T00:41:00.000+01:00;23.36;51.43
A;2020-12-28T08:41:00.000+01:00;23.17;32.51
A;2021-01-07T04:29:00.000+01:00;24.56;34.1
A;2021-01-11T18:58:00.000+01:00;24.36;44.21
A;2021-01-13T21:08:00.000+01:00;24.25;53.28
A;2021-01-18T01:08:00.000+01:00;23.52;46.59
A;2021-01-19T12:01:00.000+01:00;23.16;40.95
A;2021-01-19T16:28:00.000+01:00;23.24;48.66
A;2021-01-21T21:20:00.000+01:00;23.65;35.61
A;2021-01-22T12:19:00.000+01:00;23.74;47.88
A;2021-01-27T21:18:00.000+01:00;23.84;41.49
A;2021-01-28T18:38:00.000+01:00;23.66;52.76
A;2021-01-30T05:05:00.000+01:00;23.94;64.1
A;2021-01-30T16:37:00.000+01:00;23.91;56.03
A;2021-02-06T01:03:00.000+01:00;22.9;62.61
A;2021-02-06T10:57:00.000+01:00;22.89;42.57
A;2021-02-14T19:12:00.000+01:00;24.13;10.77
A;2021-02-19T02:31:00.000+01:00;23.87;17.44
A;2021-02-20T16:49:00.000+01:00;23.78;16.26
A;2021-02-21T18:24:00.000+01:00;23.23;22.93
A;2021-03-02T08:05:00.000+01:00;23.59;14.69
A;2021-03-04T13:46:00.000+01:00;23.66;21.89
A;2021-03-16T13:46:00.000+01:00;23.14;27.33
A;2021-03-16T19:43:00.000+01:00;23.05;18.5
A;2021-03-19T21:53:00.000+01:00;23.44;21.79
A;2021-03-23T22:17:00.000+01:00;24.09;37.11
A;2021-03-30T14:00:00.000+02:00;24.33;35.91
A;2021-04-08T03:02:00.000+02:00;22.75;8.06
A;2021-04-15T04:40:00.000+02:00;24.46;50.46
A;2021-04-18T12:24:00.000+02:00;23.54;30.56
A;2021-05-03T17:29:00.000+02:00;24.51;82.5
A;2021-05-07T05:22:00.000+02:00;24.62;71.96
A;2021-05-10T07:46:00.000+02:00;24.05;74.16
A;2021-05-16T20:03:00.000+02:00;24.82;63.32
A;2021-05-26T21:32:00.000+02:00;23.67;69.62
A;2021-05-28T00:38:00.000+02:00;23.53;72.51
A;2021-05-29T11:28:00.000+02:00;24.54;69.1
A;2021-06-01T18:08:00.000+02:00;24.5;71.15
A;2021-06-13T17:33:00.000+02:00;23.72;28.85
A;2021-06-19T03:07:00.000+02:00;24.12;19.85
A;2021-06-25T00:07:00.000+02:00;23.12;10.18
A;2021-06-25T00:10:00.000+02:00;23.13;15.98
A;2021-06-27T21:17:00.000+02:00;22.8;14.86
A;2021-07-01T09:57:00.000+02:00;22.96;11.42
A;2021-07-08T16:12:00.000+02:00;23.69;28.91
A;2021-07-14T00:13:00.000+02:00;23.65;50.07
A;2021-07-17T13:40:00.000+02:00;24.12;56.8
A;2021-07-24T16:21:00.000+02:00;24.13;21.89
A;2021-07-26T01:57:00.000+02:00;24.01;44.68
A;2021-08-02T19:21:00.000+02:00;23.81;6.81
A;2021-08-06T21:11:00.000+02:00;23.43;25.17
A;2021-08-08T22:02:00.000+02:00;22.97;35.17
A;2021-08-13T21:43:00.000+02:00;24.43;43.57
A;2021-08-22T15:29:00.000+02:00;23.43;79.43
A;2021-08-25T13:39:00.000+02:00;23.03;70.65
A;2021-08-30T17:26:00.000+02:00;23.84;66.8
A;2021-08-31T04:06:00.000+02:00;23.69;53.92
A;2021-09-02T23:17:00.000+02:00;23.94;56.97
A;2021-09-10T06:32:00.000+02:00;24.42;34.98
A;2021-09-13T20:52:00.000+02:00;24.41;37.85
A;2021-09-16T03:49:00.000+02:00;23.96;42.19
A;2021-09-19T11:14:00.000+02:00;23.38;41.64
A;2021-09-23T16:03:00.000+02:00;24.0;19.08
A;2021-09-23T20:29:00.000+02:00;24.07;35.06
A;2021-09-28T12:04:00.000+02:00;23.44;32.69
A;2021-09-28T14:46:00.000+02:00;23.21;31.08
A;2021-09-29T19:03:00.000+02:00;23.11;33.18
A;2021-10-19T22:09:00.000+02:00;23.8;65.44
A;2021-10-22T08:27:00.000+02:00;23.54;63.29
A;2021-10-31T18:22:00.000+01:00;24.07;18.19
A;2021-11-02T02:45:00.000+01:00;24.4;17.22
A;2021-11-06T23:22:00.000+01:00;24.04;11.86
A;2021-11-07T06:43:00.000+01:00;23.94;13.24
A;2021-11-12T20:27:00.000+01:00;24.04;12.9
