neighborhood;dateTime;avg_temp;avg_hum
A;2020-11-04T18:00:00.000+01:00;24.29;48.36
A;2020-11-18T05:49:00.000+01:00;22.82;80.01
A;2020-11-21T09:00:00.000+01:00;22.54;40.3
A;2020-12-25T13:52:00.000+01:00;22.86;18.58
A;2020-12-27T13:12:00.000+01:00;23.65;43.6
A;2021-01-05T17:11:00.000+01:00;24.31;59.78
A;2021-01-14T13:28:00.000+01:00;24.06;70.59
A;2021-01-17T06:47:00.000+01:00;23.55;65.12
A;2021-01-18T16:58:00.000+01:00;23.38;71.63
A;2021-02-09T12:39:00.000+01:00;23.13;88.0
A;2021-02-09T23:16:00.000+01:00;22.96;65.82
A;2021-02-11T05:01:00.000+01:00;22.98;74.08
A;2021-02-14T15:29:00.000+01:00;24.08;77.78
A;2021-02-15T19:43:00.000+01:00;24.13;76.16
A;2021-03-11T09:27:00.000+01:00;23.07;50.2
A;2021-03-12T16:53:00.000+01:00;22.89;31.66
A;2021-03-19T04:54:00.000+01:00;23.62;19.64
A;2021-03-23T16:30:00.000+01:00;23.79;13.75
A;2021-03-29T06:46:00.000+02:00;24.75;34.27
A;2021-04-04T02:17:00.000+02:00;23.87;79.51
A;2021-04-15T21:12:00.000+02:00;24.21;70.01
A;2021-04-18T00:44:00.000+02:00;23.66;40.5
A;2021-04-18T13:12:00.000+02:00;23.55;51.55
A;2021-04-19T05:04:00.000+02:00;22.92;41.33
A;2021-04-21T17:32:00.000+02:00;21.67;46.1
A;2021-04-24T16:25:00.000+02:00;22.14;49.92
A;2021-04-28T09:47:00.000+02:00;23.31;79.27
A;2021-04-28T12:30:00.000+02:00;23.17;70.72
A;2021-05-03T22:04:00.000+02:00;24.58;59.45
A;2021-05-08T17:52:00.000+02:00;24.59;56.51
A;2021-05-09T09:20:00.000+02:00;24.57;49.23
A;2021-06-02T10:34:00.000+02:00;24.42;30.99
A;2021-06-09T16:08:00.000+02:00;23.57;39.62
A;2021-06-16T14:19:00.000+02:00;24.66;23.1
A;2021-06-18T14:12:00.000+02:00;24.56;17.76
A;2021-06-21T16:10:00.000+02:00;23.61;14.78
A;2021-06-22T12:38:00.000+02:00;23.55;15.5
A;2021-06-27T15:14:00.000+02:00;22.93;38.9
A;2021-07-06T09:55:00.000+02:00;23.27;7.22
A;2021-07-13T17:25:00.000+02:00;23.73;78.32
A;2021-07-22T14:43:00.000+02:00;24.66;60.31
A;2021-08-01T06:22:00.000+02:00;23.62;65.58
A;2021-08-01T14:11:00.000+02:00;23.43;59.28
A;2021-08-02T22:06:00.000+02:00;23.8;53.57
A;2021-08-07T14:41:00.000+02:00;23.25;52.41
A;2021-08-22T13:11:00.000+02:00;23.81;68.74
A;2021-08-27T16:06:00.000+02:00;22.89;76.26
A;2021-08-28T04:49:00.000+02:00;23.0;54.33
A;2021-09-07T10:47:00.000+02:00;24.16;88.41
A;2021-09-09T17:03:00.000+02:00;24.01;57.04
A;2021-09-12T02:15:00.000+02:00;24.13;62.12
A;2021-09-21T14:55:00.000+02:00;23.48;59.2
A;2021-09-23T01:16:00.000+02:00;24.08;51.83
A;2021-09-29T10:35:00.000+02:00;22.99;41.18
A;2021-10-04T14:48:00.000+02:00;23.33;44.2
A;2021-10-08T00:48:00.000+02:00;23.81;58.34
A;2021-10-11T18:39:00.000+02:00;24.34;78.55
A;2021-10-22T02:24:00.000+02:00;23.62;19.09
A;2021-10-25T05:35:00.000+02:00;23.44;18.56
A;2021-10-27T11:28:00.000+02:00;23.53;19.7
A;2021-10-30T00:18:00.000+02:00;24.41;42.1
A;2021-10-31T13:18:00.000+01:00;24.06;32.31
A;2021-11-06T06:29:00.000+01:00;23.73;13.67
A;2021-11-06T15:00:00.000+01:00;23.9;22.89
A;2021-11-11T19:07:00.000+01:00;23.95;34.37
A;2021-11-13T18:07:00.000+01:00;24.31;42.04
A;2021-12-03T18:12:00.000+01:00;23.14;95.58
A;2021-12-05T03:06:00.000+01:00;23.62;82.12
A;2021-12-22T17:50:00.000+01:00;23.61;79.91
A;2021-12-23T20:17:00.000+01:00;23.58;43.81
A;2021-12-25T16:44:00.000+01:00;23.31;59.4
A;2021-12-28T14:43:00.000+01:00;24.51;67.75
A;2021-12-31T09:19:00.000+01:00;24.08;66.53
A;2022-01-05T15:43:00.000+01:00;24.18;22.09
A;2022-01-07T18:40:00.000+01:00;24.4;14.91
A;2022-01-09T12:51:00.000+01:00;23.45;33.1
A;2022-01-13T21:34:00.000+01:00;24.4;38.55
A;2022-01-28T18:28:00.000+01:00;23.77;6.85
A;2022-01-29T15:37:00.000+01:00;24.37;12.68
A;2022-01-31T00:04:00.000+01:00;25.49;26.49
A;2022-02-01T21:02:00.000+01:00;25.02;44.53
A;2022-02-02T18:29:00.000+01:00;24.58;45.55
A;2022-02-04T05:31:00.000+01:00;24.65;49.02
A;2022-02-05T10:31:00.000+01:00;24.18;63.9
A;2022-02-18T21:57:00.000+01:00;24.19;49.57
A;2022-02-19T11:02:00.000+01:00;24.43;48.53
A;2022-02-23T19:05:00.000+01:00;23.64;37.58
A;2022-02-24T08:27:00.000+01:00;23.53;46.67
A;2022-02-25T22:33:00.000+01:00;23.5;50.61
A;2022-03-01T11:28:00.000+01:00;23.86;62.19
A;2022-03-01T13:52:00.000+01:00;23.81;55.05
A;2022-03-09T11:11:00.000+01:00;23.99;26.69
A;2022-03-13T23:01:00.000+01:00;23.86;34.12
A;2022-04-08T00:43:00.000+02:00;23.01;59.42
A;2022-04-11T17:18:00.000+02:00;23.6;33.18
A;2022-04-16T23:30:00.000+02:00;22.03;51.91
A;2022-04-28T01:10:00.000+02:00;23.72;3.48
A;2022-05-05T14:17:00.000+02:00;22.91;40.36
A;2022-05-15T00:53:00.000+02:00;23.34;56.92
A;2022-05-19T23:46:00.000+02:00;23.8;45.9
A;2022-05-21T14:50:00.000+02:00;23.77;46.62
A;2022-05-30T15:18:00.000+02:00;24.12;58.21
A;2022-06-05T01:33:00.000+02:00;21.83;59.27
A;2022-06-13T07:45:00.000+02:00;24.35;58.06
A;2022-07-13T22:28:00.000+02:00;24.74;47.41
A;2022-07-15T16:19:00.000+02:00;24.21;64.95
A;2022-08-04T02:20:00.000+02:00;24.01;21.93
A;2022-08-07T08:18:00.000+02:00;23.55;41.69
A;2022-08-12T08:18:00.000+02:00;23.97;70.08
A;2022-08-12T14:14:00.000+02:00;24.09;63.31
A;2022-08-20T03:04:00.000+02:00;23.6;13.9
A;2022-08-20T14:54:00.000+02:00;23.92;19.04
A;2022-08-21T04:29:00.000+02:00;23.95;40.84
A;2022-08-24T15:58:00.000+02:00;23.71;45.12
A;2020-04-02T10:45:00.000+02:00;27.02;21.9
A;2020-04-02T12:57:00.000+02:00;27.16;51.57
A;2020-04-09T21:43:00.000+02:00;23.87;63.91
A;2020-04-10T01:03:00.000+02:00;23.93;52.72
A;2020-04-10T22:39:00.000+02:00;24.6;46.29
A;2020-04-11T15:00:00.000+02:00;24.93;38.97
A;2020-04-15T14:33:00.000+02:00;24.02;49.9
A;2020-04-16T04:48:00.000+02:00;23.37;58.09
A;2020-04-20T09:28:00.000+02:00;22.78;77.19
A;2020-04-28T23:01:00.000+02:00;23.37;21.91
A;2020-04-29T03:15:00.000+02:00;23.68;14.56
A;2020-04-30T18:26:00.000+02:00;23.85;24.23
A;2020-05-11T11:09:00.000+02:00;23.97;34.75
A;2020-05-25T01:37:00.000+02:00;23.0;84.69
A;2020-05-28T01:34:00.000+02:00;23.91;90.45
A;2020-05-31T08:47:00.000+02:00;23.49;65.25
A;2020-06-03T05:03:00.000+02:00;23.82;66.86
A;2020-06-06T11:47:00.000+02:00;23.83;58.47
A;2020-06-14T21:26:00.000+02:00;23.83;78.82
A;2020-06-19T13:49:00.000+02:00;23.75;66.84
A;2020-06-29T01:43:00.000+02:00;23.28;2.36
A;2020-07-04T00:02:00.000+02:00;24.03;12.36
A;2020-07-19T02:52:00.000+02:00;23.97;85.7
A;2020-07-28T01:05:00.000+02:00;22.86;98.2
A;2020-07-28T20:15:00.000+02:00;22.87;85.46
A;2020-08-02T01:24:00.000+02:00;23.6;72.26
A;2020-08-05T23:55:00.000+02:00;24.15;46.39
A;2020-08-11T04:01:00.000+02:00;24.89;45.6
A;2020-08-14T19:44:00.000+02:00;25.08;69.58
A;2020-08-18T04:01:00.000+02:00;23.53;64.29
A;2020-08-19T06:05:00.000+02:00;23.72;50.21
A;2020-08-19T15:16:00.000+02:00;23.61;47.8
A;2020-08-23T01:39:00.000+02:00;23.23;26.16
A;2020-08-23T10:44:00.000+02:00;23.77;22.38
A;2020-08-23T18:32:00.000+02:00;23.89;24.63
A;2020-08-26T00:55:00.000+02:00;23.65;17.54
A;2020-08-26T14:13:00.000+02:00;23.74;30.81
A;2020-08-28T13:25:00.000+02:00;23.36;31.42
A;2020-08-31T17:51:00.000+02:00;23.22;44.32
A;2020-08-31T21:02:00.000+02:00;23.27;38.38
A;2020-09-01T01:13:00.000+02:00;23.34;32.86
A;2020-09-03T10:06:00.000+02:00;23.55;36.4
A;2020-09-07T20:34:00.000+02:00;22.81;47.04
A;2020-09-22T07:39:00.000+02:00;24.65;40.57
A;2020-10-04T03:06:00.000+02:00;23.3;95.39
A;2020-10-05T23:04:00.000+02:00;23.13;64.23
A;2020-10-12T20:39:00.000+02:00;24.08;58.31
A;2020-10-14T17:59:00.000+02:00;23.95;70.9
A;2020-10-18T07:06:00.000+02:00;24.69;76.77
A;2020-10-20T07:20:00.000+02:00;23.98;74.47
A;2020-10-29T15:13:00.000+01:00;23.98;43.74
A;2020-11-20T16:34:00.000+01:00;22.75;18.65
A;2020-11-27T05:15:00.000+01:00;23.64;37.76
A;2020-12-02T23:20:00.000+01:00;24.92;45.07
A;2020-12-16T15:55:00.000+01:00;23.17;16.17
A;2020-12-22T05:03:00.000+01:00;22.2;28.05
A;2020-12-25T00:16:00.000+01:00;22.61;54.91
A;2020-12-25T07:29:00.000+01:00;22.78;45.27
A;2020-12-25T12:58:00.000+01:00;22.86;57.56
A;2020-12-28T11:35:00.000+01:00;23.24;49.7
A;2021-01-09T01:37:00.000+01:00;24.37;93.51
A;2021-01-11T23:17:00.000+01:00;24.25;74.7
A;2021-01-12T17:33:00.000+01:00;24.29;53.34
A;2021-01-13T01:22:00.000+01:00;24.43;58.89
A;2021-01-20T11:50:00.000+01:00;23.41;25.99
A;2021-01-21T05:59:00.000+01:00;23.32;60.34
A;2021-01-26T20:31:00.000+01:00;23.97;59.73
A;2021-02-04T13:17:00.000+01:00;23.35;44.36
A;2021-02-05T03:46:00.000+01:00;23.12;37.12
A;2021-02-13T12:04:00.000+01:00;23.44;63.02
A;2021-02-15T00:49:00.000+01:00;24.09;68.98
A;2021-02-18T01:51:00.000+01:00;24.08;66.71
A;2021-02-25T10:53:00.000+01:00;24.04;30.05
A;2021-02-27T19:52:00.000+01:00;24.11;15.3
A;2021-03-01T06:07:00.000+01:00;24.46;17.97
A;2021-03-04T12:16:00.000+01:00;23.58;35.77
A;2021-03-12T09:38:00.000+01:00;23.22;30.66
A;2021-03-20T09:53:00.000+01:00;23.47;11.82
A;2021-03-25T02:48:00.000+01:00;24.49;13.88
A;2021-04-06T14:18:00.000+02:00;23.87;11.83
A;2021-04-06T20:22:00.000+02:00;23.71;23.29
A;2021-04-09T03:52:00.000+02:00;22.59;20.03
A;2021-04-24T01:11:00.000+02:00;22.11;72.82
A;2021-05-02T12:16:00.000+02:00;24.31;57.81
A;2021-05-02T19:16:00.000+02:00;24.5;36.44
A;2021-05-04T02:09:00.000+02:00;24.6;37.99
A;2021-05-10T07:38:00.000+02:00;24.05;61.17
A;2021-05-11T06:51:00.000+02:00;23.9;71.7
A;2021-05-11T21:01:00.000+02:00;24.0;48.62
A;2021-05-18T16:37:00.000+02:00;25.03;29.42
A;2021-05-20T23:34:00.000+02:00;24.71;49.33
A;2021-05-21T02:25:00.000+02:00;24.55;57.08
A;2021-05-26T16:32:00.000+02:00;23.75;38.44
A;2021-05-31T18:13:00.000+02:00;24.57;0.28
A;2021-06-12T07:19:00.000+02:00;23.39;78.55
A;2021-06-15T09:17:00.000+02:00;23.82;72.86
A;2021-06-17T01:04:00.000+02:00;24.56;69.42
A;2021-06-29T16:12:00.000+02:00;22.63;12.22
A;2021-07-14T09:33:00.000+02:00;23.28;41.12
A;2021-07-15T13:11:00.000+02:00;23.44;45.59
A;2021-07-20T20:44:00.000+02:00;24.09;49.43
A;2021-07-31T01:38:00.000+02:00;23.0;17.74
A;2021-08-01T18:50:00.000+02:00;23.57;29.06
A;2021-08-10T07:48:00.000+02:00;23.2;3.07
A;2021-08-13T08:29:00.000+02:00;24.39;34.95
A;2021-08-16T01:23:00.000+02:00;24.79;51.67
A;2021-08-16T13:33:00.000+02:00;24.76;61.96
A;2021-08-20T13:07:00.000+02:00;23.62;90.86
A;2021-09-10T03:29:00.000+02:00;24.22;44.39
A;2021-09-11T09:16:00.000+02:00;24.15;61.53
A;2021-09-17T12:38:00.000+02:00;23.48;55.29
A;2021-09-20T08:25:00.000+02:00;23.37;58.55
A;2021-10-02T13:38:00.000+02:00;23.37;63.51
A;2021-10-16T18:14:00.000+02:00;24.14;42.09
A;2021-10-24T14:26:00.000+02:00;23.05;10.49
A;2021-10-26T20:09:00.000+02:00;23.45;34.05
A;2021-10-30T05:55:00.000+02:00;24.6;32.65
A;2021-11-03T06:25:00.000+01:00;24.17;28.38
A;2021-11-08T09:06:00.000+01:00;23.51;49.1
A;2021-11-15T02:38:00.000+01:00;24.82;55.18
A;2021-11-22T00:04:00.000+01:00;23.42;29.99
A;2021-12-01T00:05:00.000+01:00;22.63;54.38
A;2021-12-13T21:49:00.000+01:00;23.61;74.89
A;2021-12-21T16:14:00.000+01:00;23.32;47.33
A;2021-12-30T01:13:00.000+01:00;24.47;25.89
A;2021-12-30T20:48:00.000+01:00;24.33;18.26
A;2022-01-02T03:19:00.000+01:00;24.35;25.06
A;2022-01-03T08:31:00.000+01:00;24.24;36.04
A;2022-01-03T08:50:00.000+01:00;24.17;32.8
A;2022-01-17T15:41:00.000+01:00;23.73;45.6
A;2022-01-20T23:10:00.000+01:00;23.66;61.86
A;2022-01-21T09:03:00.000+01:00;23.58;67.09
A;2022-01-31T04:48:00.000+01:00;25.54;85.98
A;2022-02-03T14:59:00.000+01:00;24.66;44.89
A;2022-02-11T04:53:00.000+01:00;23.41;69.7
A;2022-02-25T04:18:00.000+01:00;23.29;31.22
A;2022-02-28T08:59:00.000+01:00;24.2;48.95
A;2022-03-01T13:53:00.000+01:00;23.85;43.03
A;2022-03-19T17:31:00.000+01:00;24.04;46.86
A;2022-03-23T11:53:00.000+01:00;23.79;25.22
A;2022-03-26T15:55:00.000+01:00;23.38;48.92
A;2022-03-27T05:12:00.000+02:00;22.89;38.54
A;2022-04-18T01:36:00.000+02:00;21.7;65.42
A;2022-05-09T18:52:00.000+02:00;22.57;12.16
A;2022-05-14T20:02:00.000+02:00;23.09;38.64
A;2022-05-23T09:28:00.000+02:00;23.56;21.28
A;2022-06-15T09:38:00.000+02:00;24.19;50.7
A;2022-06-19T01:09:00.000+02:00;24.64;71.41
A;2022-07-04T13:40:00.000+02:00;23.08;14.07
A;2022-07-15T13:03:00.000+02:00;24.29;12.17
A;2022-07-16T09:15:00.000+02:00;23.81;11.9
A;2022-07-17T05:52:00.000+02:00;23.62;19.12
A;2022-08-04T22:30:00.000+02:00;24.19;44.94
A;2022-08-05T02:15:00.000+02:00;24.02;25.06
A;2022-08-12T21:23:00.000+02:00;23.96;3.87
A;2022-08-19T13:39:00.000+02:00;23.92;6.73
A;2020-04-03T15:39:00.000+02:00;24.66;53.53
A;2020-04-09T11:58:00.000+02:00;23.88;29.62
A;2020-04-13T01:28:00.000+02:00;24.88;13.14
A;2020-04-14T13:56:00.000+02:00;24.66;9.69
A;2020-05-02T23:53:00.000+02:00;23.44;1.26
A;2020-05-06T07:03:00.000+02:00;24.21;1.63
A;2020-05-11T18:44:00.000+02:00;24.03;21.38
A;2020-05-20T05:07:00.000+02:00;22.93;81.25
A;2020-05-23T04:11:00.000+02:00;22.95;61.19
A;2020-05-23T07:07:00.000+02:00;22.85;64.67
A;2020-05-24T08:17:00.000+02:00;23.05;58.96
A;2020-06-01T10:59:00.000+02:00;23.49;70.0
A;2020-06-02T22:43:00.000+02:00;23.69;64.74
A;2020-06-03T06:40:00.000+02:00;23.93;75.22
A;2020-06-08T03:28:00.000+02:00;24.28;71.0
A;2020-06-21T03:08:00.000+02:00;23.56;89.28
A;2020-06-25T23:33:00.000+02:00;23.08;48.06
A;2020-06-28T23:44:00.000+02:00;23.25;15.34
A;2020-06-30T02:23:00.000+02:00;23.8;38.64
A;2020-07-05T07:55:00.000+02:00;23.67;53.63
A;2020-07-14T06:39:00.000+02:00;23.75;5.33
A;2020-07-16T18:28:00.000+02:00;24.21;8.88
A;2020-07-28T23:49:00.000+02:00;23.16;45.35
A;2020-08-05T15:12:00.000+02:00;24.23;79.03
A;2020-08-20T23:25:00.000+02:00;23.34;55.79
A;2020-08-21T23:40:00.000+02:00;23.09;70.7
A;2020-09-06T15:35:00.000+02:00;23.42;27.8
A;2020-09-08T01:38:00.000+02:00;23.06;27.28
A;2020-09-13T06:47:00.000+02:00;23.73;42.17
A;2020-09-21T04:19:00.000+02:00;24.4;16.27
A;2020-09-27T17:27:00.000+02:00;23.44;55.36
A;2020-09-30T09:13:00.000+02:00;23.67;89.33
A;2020-10-22T10:38:00.000+02:00;23.94;89.95
A;2020-11-04T09:50:00.000+01:00;24.26;15.28
A;2020-11-15T02:48:00.000+01:00;24.06;77.9
A;2020-11-20T07:12:00.000+01:00;22.92;58.37
A;2020-11-20T08:50:00.000+01:00;22.88;62.75
A;2020-11-25T22:59:00.000+01:00;23.46;68.98
A;2020-12-01T00:40:00.000+01:00;23.72;83.33
A;2020-12-06T04:10:00.000+01:00;24.54;63.46
A;2020-12-23T10:55:00.000+01:00;22.23;91.01
A;2020-12-30T06:06:00.000+01:00;23.93;83.4
A;2021-01-08T08:16:00.000+01:00;24.18;77.08
A;2021-01-09T11:34:00.000+01:00;24.29;63.02
A;2021-01-12T14:55:00.000+01:00;24.28;48.98
A;2021-01-15T14:00:00.000+01:00;23.85;31.44
A;2021-01-16T06:38:00.000+01:00;23.61;37.24
A;2021-01-16T16:00:00.000+01:00;23.53;42.56
A;2021-02-05T04:09:00.000+01:00;23.08;68.1
A;2021-02-13T07:26:00.000+01:00;23.43;22.03
A;2021-02-24T12:37:00.000+01:00;23.81;68.96
A;2021-03-11T23:23:00.000+01:00;22.9;31.3
A;2021-03-20T01:13:00.000+01:00;23.58;19.31
A;2021-03-21T06:33:00.000+01:00;23.29;55.74
A;2021-04-08T03:24:00.000+02:00;22.72;82.32
A;2021-04-15T19:29:00.000+02:00;24.28;62.13
A;2021-04-18T01:40:00.000+02:00;23.83;72.3
A;2021-05-06T10:27:00.000+02:00;25.32;35.18
A;2021-05-07T15:43:00.000+02:00;24.38;63.62
A;2021-05-16T05:21:00.000+02:00;24.37;52.79
A;2021-05-20T21:02:00.000+02:00;24.76;73.69
A;2021-05-22T00:11:00.000+02:00;23.81;80.28
A;2021-05-26T11:49:00.000+02:00;23.65;94.89
A;2021-05-26T14:51:00.000+02:00;23.7;76.25
A;2021-06-06T23:16:00.000+02:00;24.36;28.76
A;2021-06-10T11:12:00.000+02:00;23.54;61.69
A;2021-06-19T02:10:00.000+02:00;24.29;8.36
A;2021-06-19T07:55:00.000+02:00;24.25;44.8
A;2021-06-27T15:44:00.000+02:00;22.87;70.17
A;2021-07-21T23:46:00.000+02:00;24.65;24.09
A;2021-07-27T19:42:00.000+02:00;23.97;18.6
A;2021-07-28T05:34:00.000+02:00;23.46;44.29
A;2021-08-01T03:18:00.000+02:00;23.66;62.05
A;2021-08-04T13:27:00.000+02:00;23.79;69.56
A;2021-08-04T23:56:00.000+02:00;23.88;61.34
A;2021-08-06T16:49:00.000+02:00;23.43;51.02
A;2021-08-08T22:57:00.000+02:00;23.03;53.15
A;2021-09-20T00:28:00.000+02:00;23.13;13.29
A;2021-09-21T10:27:00.000+02:00;23.3;41.82
A;2021-09-21T10:45:00.000+02:00;23.25;56.69
A;2021-09-25T00:55:00.000+02:00;23.68;54.96
A;2021-10-05T09:54:00.000+02:00;23.46;6.22
A;2021-10-06T16:13:00.000+02:00;23.61;29.43
A;2021-10-08T17:45:00.000+02:00;24.14;33.68
A;2021-10-15T10:14:00.000+02:00;23.84;39.51
A;2021-10-29T02:50:00.000+02:00;24.44;48.52
A;2021-10-29T07:50:00.000+02:00;24.24;61.97
A;2021-11-06T19:54:00.000+01:00;23.82;24.34
A;2021-11-07T22:19:00.000+01:00;23.64;32.72
A;2021-11-08T09:25:00.000+01:00;23.5;51.11
A;2021-11-22T08:41:00.000+01:00;23.43;39.18
A;2021-11-26T08:49:00.000+01:00;22.86;50.61
A;2021-11-28T23:58:00.000+01:00;23.19;43.02
A;2021-11-30T03:44:00.000+01:00;22.66;38.4
A;2021-12-01T21:19:00.000+01:00;22.92;29.33
A;2021-12-07T23:53:00.000+01:00;23.5;32.53
A;2021-12-10T05:52:00.000+01:00;23.24;77.99
A;2021-12-22T06:02:00.000+01:00;23.41;73.7
A;2022-01-02T05:45:00.000+01:00;24.42;61.01
A;2022-01-14T09:56:00.000+01:00;24.47;1.76
A;2022-01-14T20:03:00.000+01:00;24.47;20.71
A;2022-01-16T03:13:00.000+01:00;24.28;23.1
A;2022-01-24T06:54:00.000+01:00;23.2;74.19
A;2022-01-26T15:41:00.000+01:00;23.52;54.47
A;2022-01-29T11:03:00.000+01:00;24.08;60.22
A;2022-01-30T15:29:00.000+01:00;24.92;49.36
A;2022-01-30T23:57:00.000+01:00;25.42;59.19
A;2022-02-03T04:17:00.000+01:00;24.81;51.2
A;2022-02-03T20:55:00.000+01:00;24.76;60.12
A;2022-02-16T07:23:00.000+01:00;24.3;26.29
A;2022-02-21T15:38:00.000+01:00;23.7;14.66
A;2022-02-25T20:53:00.000+01:00;23.49;41.96
A;2022-03-05T18:12:00.000+01:00;24.1;2.45
A;2022-03-08T16:30:00.000+01:00;23.9;31.34
A;2022-03-15T17:45:00.000+01:00;23.73;76.37
A;2022-03-27T08:58:00.000+02:00;23.06;67.44
A;2022-04-05T11:31:00.000+02:00;23.09;29.57
A;2022-04-08T15:09:00.000+02:00;23.1;45.61
A;2022-04-22T03:51:00.000+02:00;23.18;13.57
A;2022-04-22T07:01:00.000+02:00;23.3;18.62
A;2022-04-24T06:10:00.000+02:00;23.16;30.19
A;2022-04-25T01:58:00.000+02:00;23.27;26.42
A;2022-04-27T23:44:00.000+02:00;23.67;36.21
A;2022-05-01T09:27:00.000+02:00;23.27;31.28
A;2022-05-02T03:04:00.000+02:00;23.4;43.61
A;2022-05-06T19:38:00.000+02:00;22.88;19.44
A;2022-05-08T16:17:00.000+02:00;22.61;33.1
A;2022-05-11T14:05:00.000+02:00;23.16;31.55
A;2022-05-14T01:51:00.000+02:00;23.12;30.98
A;2022-05-16T02:00:00.000+02:00;24.02;36.52
A;2022-05-17T11:22:00.000+02:00;23.93;44.31
A;2022-05-23T11:43:00.000+02:00;23.69;65.21
A;2022-06-02T09:40:00.000+02:00;23.83;90.19
A;2022-06-05T20:39:00.000+02:00;22.57;57.33
A;2022-06-16T18:38:00.000+02:00;24.27;25.69
A;2022-06-22T10:32:00.000+02:00;25.61;52.18
A;2022-06-23T05:54:00.000+02:00;25.54;38.51
A;2022-06-24T14:12:00.000+02:00;25.54;55.99
A;2022-06-27T20:45:00.000+02:00;24.99;66.62
A;2022-07-03T17:21:00.000+02:00;23.22;70.76
A;2022-07-04T19:29:00.000+02:00;23.43;63.66
A;2022-08-05T12:29:00.000+02:00;23.79;56.36
A;2022-08-06T11:22:00.000+02:00;23.49;30.11
A;2022-08-13T09:58:00.000+02:00;24.3;16.03
A;2022-08-17T01:20:00.000+02:00;23.58;53.52
A;2022-08-19T00:11:00.000+02:00;24.44;48.49
A;2022-08-21T01:52:00.000+02:00;24.01;64.78
A;2020-04-04T21:43:00.000+02:00;23.26;86.25
A;2020-04-05T08:23:00.000+02:00;23.68;65.01
A;2020-04-06T04:07:00.000+02:00;24.13;60.62
A;2020-04-18T13:28:00.000+02:00;22.71;57.01
A;2020-04-19T04:59:00.000+02:00;22.93;55.82
A;2020-04-21T12:56:00.000+02:00;23.0;57.54
A;2020-04-24T05:07:00.000+02:00;24.01;55.84
A;2020-04-24T18:48:00.000+02:00;24.37;61.26
A;2020-05-03T19:06:00.000+02:00;24.11;23.02
A;2020-05-06T05:04:00.000+02:00;24.3;22.36
A;2020-05-16T10:23:00.000+02:00;24.19;18.77
A;2020-05-17T19:02:00.000+02:00;23.54;58.07
A;2020-05-26T17:42:00.000+02:00;23.32;46.39
A;2020-05-31T19:03:00.000+02:00;23.75;70.74
A;2020-06-02T00:50:00.000+02:00;23.54;65.84
A;2020-06-07T13:17:00.000+02:00;24.38;75.02
A;2020-06-14T04:18:00.000+02:00;23.99;49.78
A;2020-06-16T23:27:00.000+02:00;24.02;28.44
A;2020-06-18T04:18:00.000+02:00;23.93;23.84
A;2020-06-23T06:40:00.000+02:00;23.31;41.84
A;2020-06-26T07:01:00.000+02:00;23.24;62.07
A;2020-06-27T21:53:00.000+02:00;23.1;55.83
A;2020-06-30T11:08:00.000+02:00;23.7;51.6
A;2020-07-03T20:07:00.000+02:00;24.19;42.41
A;2020-07-04T05:39:00.000+02:00;23.84;44.01
A;2020-07-26T20:37:00.000+02:00;22.88;77.47
A;2020-07-29T07:53:00.000+02:00;23.27;42.22
A;2020-08-01T17:39:00.000+02:00;23.52;59.02
A;2020-08-03T20:56:00.000+02:00;23.93;59.48
A;2020-08-26T16:28:00.000+02:00;23.75;8.81
